timestamp, system, entity , value (ntu)
1622111672.551, lauv-roald, SmartX, 2.000
1622111673.051, lauv-roald, SmartX, 2.400
1622111673.551, lauv-roald, SmartX, 2.200
1622111674.051, lauv-roald, SmartX, 2.000
1622111674.551, lauv-roald, SmartX, 2.200
1622111675.051, lauv-roald, SmartX, 2.200
1622111675.551, lauv-roald, SmartX, 2.200
1622111676.051, lauv-roald, SmartX, 2.000
1622111676.551, lauv-roald, SmartX, 2.200
1622111677.050, lauv-roald, SmartX, 2.600
1622111677.550, lauv-roald, SmartX, 2.200
1622111678.051, lauv-roald, SmartX, 1.800
1622111678.550, lauv-roald, SmartX, 2.400
1622111679.050, lauv-roald, SmartX, 2.200
1622111679.550, lauv-roald, SmartX, 2.200
1622111680.050, lauv-roald, SmartX, 2.800
1622111680.550, lauv-roald, SmartX, 2.200
1622111681.050, lauv-roald, SmartX, 2.000
1622111681.550, lauv-roald, SmartX, 2.200
1622111682.050, lauv-roald, SmartX, 2.200
1622111682.550, lauv-roald, SmartX, 2.200
1622111683.050, lauv-roald, SmartX, 2.400
1622111683.550, lauv-roald, SmartX, 2.200
1622111684.050, lauv-roald, SmartX, 2.200
1622111684.550, lauv-roald, SmartX, 2.000
1622111685.050, lauv-roald, SmartX, 2.000
1622111685.550, lauv-roald, SmartX, 2.200
1622111686.050, lauv-roald, SmartX, 2.200
1622111686.550, lauv-roald, SmartX, 2.200
1622111687.050, lauv-roald, SmartX, 2.200
1622111687.550, lauv-roald, SmartX, 2.200
1622111688.050, lauv-roald, SmartX, 2.800
1622111688.550, lauv-roald, SmartX, 2.200
1622111689.050, lauv-roald, SmartX, 2.600
1622111689.550, lauv-roald, SmartX, 2.200
1622111690.050, lauv-roald, SmartX, 2.400
1622111690.550, lauv-roald, SmartX, 2.800
1622111691.050, lauv-roald, SmartX, 2.600
1622111691.550, lauv-roald, SmartX, 2.400
1622111692.050, lauv-roald, SmartX, 2.800
1622111692.550, lauv-roald, SmartX, 2.400
1622111693.049, lauv-roald, SmartX, 2.600
1622111693.550, lauv-roald, SmartX, 2.200
1622111694.050, lauv-roald, SmartX, 2.400
1622111694.549, lauv-roald, SmartX, 2.400
1622111695.049, lauv-roald, SmartX, 2.200
1622111695.549, lauv-roald, SmartX, 2.200
1622111696.050, lauv-roald, SmartX, 3.000
1622111696.549, lauv-roald, SmartX, 2.200
1622111697.049, lauv-roald, SmartX, 2.200
1622111697.549, lauv-roald, SmartX, 2.400
1622111698.049, lauv-roald, SmartX, 2.400
1622111698.549, lauv-roald, SmartX, 2.200
1622111699.049, lauv-roald, SmartX, 2.800
1622111699.549, lauv-roald, SmartX, 2.000
1622111700.049, lauv-roald, SmartX, 2.400
1622111700.549, lauv-roald, SmartX, 2.400
1622111701.049, lauv-roald, SmartX, 2.200
1622111701.549, lauv-roald, SmartX, 2.200
1622111702.049, lauv-roald, SmartX, 2.000
1622111702.549, lauv-roald, SmartX, 2.200
1622111703.049, lauv-roald, SmartX, 2.600
1622111703.549, lauv-roald, SmartX, 2.400
1622111704.049, lauv-roald, SmartX, 2.200
1622111704.549, lauv-roald, SmartX, 2.000
1622111705.049, lauv-roald, SmartX, 2.200
1622111705.549, lauv-roald, SmartX, 2.200
1622111706.049, lauv-roald, SmartX, 2.400
1622111706.549, lauv-roald, SmartX, 2.400
1622111707.049, lauv-roald, SmartX, 2.400
1622111707.549, lauv-roald, SmartX, 2.800
1622111708.048, lauv-roald, SmartX, 2.800
1622111708.548, lauv-roald, SmartX, 2.400
1622111709.048, lauv-roald, SmartX, 2.400
1622111709.548, lauv-roald, SmartX, 2.400
1622111710.048, lauv-roald, SmartX, 2.200
1622111710.548, lauv-roald, SmartX, 2.600
1622111711.048, lauv-roald, SmartX, 2.200
1622111711.548, lauv-roald, SmartX, 2.200
1622111712.048, lauv-roald, SmartX, 2.200
1622111712.548, lauv-roald, SmartX, 2.000
1622111713.048, lauv-roald, SmartX, 2.200
1622111713.548, lauv-roald, SmartX, 2.000
1622111714.048, lauv-roald, SmartX, 2.200
1622111714.548, lauv-roald, SmartX, 2.400
1622111715.048, lauv-roald, SmartX, 2.200
1622111715.548, lauv-roald, SmartX, 2.200
1622111716.048, lauv-roald, SmartX, 2.200
1622111716.548, lauv-roald, SmartX, 2.200
1622111717.048, lauv-roald, SmartX, 2.200
1622111717.548, lauv-roald, SmartX, 2.000
1622111718.048, lauv-roald, SmartX, 2.200
1622111718.548, lauv-roald, SmartX, 2.200
1622111719.048, lauv-roald, SmartX, 2.200
1622111719.548, lauv-roald, SmartX, 2.200
1622111720.048, lauv-roald, SmartX, 2.400
1622111720.547, lauv-roald, SmartX, 2.200
1622111721.048, lauv-roald, SmartX, 2.400
1622111721.548, lauv-roald, SmartX, 2.200
1622111722.048, lauv-roald, SmartX, 2.600
1622111722.547, lauv-roald, SmartX, 2.200
1622111723.048, lauv-roald, SmartX, 2.600
1622111723.547, lauv-roald, SmartX, 2.600
1622111724.047, lauv-roald, SmartX, 2.600
1622111724.547, lauv-roald, SmartX, 2.600
1622111725.047, lauv-roald, SmartX, 2.400
1622111725.547, lauv-roald, SmartX, 2.400
1622111726.047, lauv-roald, SmartX, 2.400
1622111726.547, lauv-roald, SmartX, 2.400
1622111727.047, lauv-roald, SmartX, 2.200
1622111727.547, lauv-roald, SmartX, 2.200
1622111728.047, lauv-roald, SmartX, 2.400
1622111728.547, lauv-roald, SmartX, 2.600
1622111729.047, lauv-roald, SmartX, 2.200
1622111729.547, lauv-roald, SmartX, 2.400
1622111730.047, lauv-roald, SmartX, 2.400
1622111730.547, lauv-roald, SmartX, 2.200
1622111731.047, lauv-roald, SmartX, 2.400
1622111731.547, lauv-roald, SmartX, 2.800
1622111732.047, lauv-roald, SmartX, 2.400
1622111732.547, lauv-roald, SmartX, 2.400
1622111733.047, lauv-roald, SmartX, 2.200
1622111733.547, lauv-roald, SmartX, 2.800
1622111734.047, lauv-roald, SmartX, 2.200
1622111734.547, lauv-roald, SmartX, 2.800
1622111735.047, lauv-roald, SmartX, 2.200
1622111735.547, lauv-roald, SmartX, 2.600
1622111736.047, lauv-roald, SmartX, 2.600
1622111736.547, lauv-roald, SmartX, 2.600
1622111737.047, lauv-roald, SmartX, 2.400
1622111737.547, lauv-roald, SmartX, 2.600
1622111738.046, lauv-roald, SmartX, 2.400
1622111738.546, lauv-roald, SmartX, 2.600
1622111739.046, lauv-roald, SmartX, 3.000
1622111739.546, lauv-roald, SmartX, 2.400
1622111740.046, lauv-roald, SmartX, 2.800
1622111740.546, lauv-roald, SmartX, 2.400
1622111741.046, lauv-roald, SmartX, 2.200
1622111741.546, lauv-roald, SmartX, 2.000
1622111742.046, lauv-roald, SmartX, 2.600
1622111742.546, lauv-roald, SmartX, 3.000
1622111743.046, lauv-roald, SmartX, 2.200
1622111743.546, lauv-roald, SmartX, 2.400
1622111744.046, lauv-roald, SmartX, 2.200
1622111744.546, lauv-roald, SmartX, 2.400
1622111745.046, lauv-roald, SmartX, 2.600
1622111745.546, lauv-roald, SmartX, 2.200
1622111746.046, lauv-roald, SmartX, 2.200
1622111746.546, lauv-roald, SmartX, 2.600
1622111747.046, lauv-roald, SmartX, 2.000
1622111747.546, lauv-roald, SmartX, 3.000
1622111748.046, lauv-roald, SmartX, 2.400
1622111748.546, lauv-roald, SmartX, 2.400
1622111749.046, lauv-roald, SmartX, 2.200
1622111749.546, lauv-roald, SmartX, 2.200
1622111750.046, lauv-roald, SmartX, 2.600
1622111750.546, lauv-roald, SmartX, 2.200
1622111751.046, lauv-roald, SmartX, 2.200
1622111751.546, lauv-roald, SmartX, 2.200
1622111752.045, lauv-roald, SmartX, 2.200
1622111752.545, lauv-roald, SmartX, 2.200
1622111753.046, lauv-roald, SmartX, 2.200
1622111753.546, lauv-roald, SmartX, 2.200
1622111754.045, lauv-roald, SmartX, 2.600
1622111754.545, lauv-roald, SmartX, 2.800
1622111755.045, lauv-roald, SmartX, 2.200
1622111755.545, lauv-roald, SmartX, 2.200
1622111756.045, lauv-roald, SmartX, 2.200
1622111756.545, lauv-roald, SmartX, 2.400
1622111757.045, lauv-roald, SmartX, 2.400
1622111757.545, lauv-roald, SmartX, 2.800
1622111758.045, lauv-roald, SmartX, 2.800
1622111758.545, lauv-roald, SmartX, 2.600
1622111759.045, lauv-roald, SmartX, 2.200
1622111759.545, lauv-roald, SmartX, 2.800
1622111760.045, lauv-roald, SmartX, 2.200
1622111760.545, lauv-roald, SmartX, 2.400
1622111761.045, lauv-roald, SmartX, 2.000
1622111761.545, lauv-roald, SmartX, 2.400
1622111762.045, lauv-roald, SmartX, 2.400
1622111762.545, lauv-roald, SmartX, 2.200
1622111763.045, lauv-roald, SmartX, 2.600
1622111763.545, lauv-roald, SmartX, 2.400
1622111764.045, lauv-roald, SmartX, 2.200
1622111764.544, lauv-roald, SmartX, 2.200
1622111765.045, lauv-roald, SmartX, 2.200
1622111765.545, lauv-roald, SmartX, 2.200
1622111766.044, lauv-roald, SmartX, 2.400
1622111766.545, lauv-roald, SmartX, 2.600
1622111767.044, lauv-roald, SmartX, 2.200
1622111767.545, lauv-roald, SmartX, 2.400
1622111768.044, lauv-roald, SmartX, 2.800
1622111768.544, lauv-roald, SmartX, 3.000
1622111769.044, lauv-roald, SmartX, 2.200
1622111769.544, lauv-roald, SmartX, 2.400
1622111770.044, lauv-roald, SmartX, 2.200
1622111770.544, lauv-roald, SmartX, 2.400
1622111771.044, lauv-roald, SmartX, 2.400
1622111771.544, lauv-roald, SmartX, 2.200
1622111772.044, lauv-roald, SmartX, 2.200
1622111772.544, lauv-roald, SmartX, 2.600
1622111773.044, lauv-roald, SmartX, 2.200
1622111773.544, lauv-roald, SmartX, 2.200
1622111774.044, lauv-roald, SmartX, 2.000
1622111774.544, lauv-roald, SmartX, 2.000
1622111775.044, lauv-roald, SmartX, 2.000
1622111775.544, lauv-roald, SmartX, 2.200
1622111776.044, lauv-roald, SmartX, 2.000
1622111776.544, lauv-roald, SmartX, 3.200
1622111777.045, lauv-roald, SmartX, 2.200
1622111777.544, lauv-roald, SmartX, 2.400
1622111778.044, lauv-roald, SmartX, 2.000
1622111778.544, lauv-roald, SmartX, 2.000
1622111779.044, lauv-roald, SmartX, 2.400
1622111779.544, lauv-roald, SmartX, 2.200
1622111780.044, lauv-roald, SmartX, 2.200
1622111780.544, lauv-roald, SmartX, 2.600
1622111781.044, lauv-roald, SmartX, 2.000
1622111781.544, lauv-roald, SmartX, 2.400
1622111782.043, lauv-roald, SmartX, 2.200
1622111782.544, lauv-roald, SmartX, 2.000
1622111783.043, lauv-roald, SmartX, 2.000
1622111783.543, lauv-roald, SmartX, 2.400
1622111784.043, lauv-roald, SmartX, 2.000
1622111784.543, lauv-roald, SmartX, 2.200
1622111785.043, lauv-roald, SmartX, 2.400
1622111785.543, lauv-roald, SmartX, 2.000
1622111786.043, lauv-roald, SmartX, 2.200
1622111786.543, lauv-roald, SmartX, 2.000
1622111787.043, lauv-roald, SmartX, 2.000
1622111787.543, lauv-roald, SmartX, 2.400
1622111788.043, lauv-roald, SmartX, 2.000
1622111788.543, lauv-roald, SmartX, 2.000
1622111789.043, lauv-roald, SmartX, 2.000
1622111789.543, lauv-roald, SmartX, 2.000
1622111790.043, lauv-roald, SmartX, 2.000
1622111790.543, lauv-roald, SmartX, 2.000
1622111791.043, lauv-roald, SmartX, 2.000
1622111791.543, lauv-roald, SmartX, 2.000
1622111792.043, lauv-roald, SmartX, 2.000
1622111792.543, lauv-roald, SmartX, 2.400
1622111793.043, lauv-roald, SmartX, 2.000
1622111793.543, lauv-roald, SmartX, 2.000
1622111794.043, lauv-roald, SmartX, 2.400
1622111794.543, lauv-roald, SmartX, 2.200
1622111795.043, lauv-roald, SmartX, 2.400
1622111795.542, lauv-roald, SmartX, 2.600
1622111796.043, lauv-roald, SmartX, 2.400
1622111796.543, lauv-roald, SmartX, 2.800
1622111797.042, lauv-roald, SmartX, 2.200
1622111797.543, lauv-roald, SmartX, 2.000
1622111798.042, lauv-roald, SmartX, 2.000
1622111798.542, lauv-roald, SmartX, 2.400
1622111799.042, lauv-roald, SmartX, 2.200
1622111799.542, lauv-roald, SmartX, 2.200
1622111800.042, lauv-roald, SmartX, 2.400
1622111800.542, lauv-roald, SmartX, 2.000
1622111801.042, lauv-roald, SmartX, 2.200
1622111801.542, lauv-roald, SmartX, 2.000
1622111802.042, lauv-roald, SmartX, 2.000
1622111802.542, lauv-roald, SmartX, 2.200
1622111803.042, lauv-roald, SmartX, 2.200
1622111803.542, lauv-roald, SmartX, 2.800
1622111804.042, lauv-roald, SmartX, 2.200
1622111804.542, lauv-roald, SmartX, 2.400
1622111805.042, lauv-roald, SmartX, 1.800
1622111805.542, lauv-roald, SmartX, 2.000
1622111806.042, lauv-roald, SmartX, 2.200
1622111806.542, lauv-roald, SmartX, 2.600
1622111807.042, lauv-roald, SmartX, 2.000
1622111807.542, lauv-roald, SmartX, 2.200
1622111808.042, lauv-roald, SmartX, 2.000
1622111808.542, lauv-roald, SmartX, 2.200
1622111809.042, lauv-roald, SmartX, 2.000
1622111809.542, lauv-roald, SmartX, 2.000
1622111810.042, lauv-roald, SmartX, 1.800
1622111810.541, lauv-roald, SmartX, 2.000
1622111811.042, lauv-roald, SmartX, 2.000
1622111811.542, lauv-roald, SmartX, 1.800
1622111812.041, lauv-roald, SmartX, 2.200
1622111812.541, lauv-roald, SmartX, 2.000
1622111813.042, lauv-roald, SmartX, 2.000
1622111813.542, lauv-roald, SmartX, 1.800
1622111814.042, lauv-roald, SmartX, 2.000
1622111814.542, lauv-roald, SmartX, 2.400
1622111815.043, lauv-roald, SmartX, 2.000
1622111815.543, lauv-roald, SmartX, 1.800
1622111816.041, lauv-roald, SmartX, 2.000
1622111816.541, lauv-roald, SmartX, 2.000
1622111817.041, lauv-roald, SmartX, 1.800
1622111817.541, lauv-roald, SmartX, 2.000
1622111818.041, lauv-roald, SmartX, 2.000
1622111818.541, lauv-roald, SmartX, 2.200
1622111819.041, lauv-roald, SmartX, 1.800
1622111819.541, lauv-roald, SmartX, 2.000
1622111820.041, lauv-roald, SmartX, 1.800
1622111820.541, lauv-roald, SmartX, 1.800
1622111821.041, lauv-roald, SmartX, 1.800
1622111821.541, lauv-roald, SmartX, 1.800
1622111822.041, lauv-roald, SmartX, 2.000
1622111822.541, lauv-roald, SmartX, 2.200
1622111823.041, lauv-roald, SmartX, 1.800
1622111823.541, lauv-roald, SmartX, 1.600
1622111824.041, lauv-roald, SmartX, 2.000
1622111824.541, lauv-roald, SmartX, 2.200
1622111825.041, lauv-roald, SmartX, 1.800
1622111825.541, lauv-roald, SmartX, 1.800
1622111826.041, lauv-roald, SmartX, 2.000
1622111826.540, lauv-roald, SmartX, 2.000
1622111827.040, lauv-roald, SmartX, 1.800
1622111827.541, lauv-roald, SmartX, 2.200
1622111828.041, lauv-roald, SmartX, 2.400
1622111828.541, lauv-roald, SmartX, 2.200
1622111829.041, lauv-roald, SmartX, 1.800
1622111829.540, lauv-roald, SmartX, 2.400
1622111830.041, lauv-roald, SmartX, 2.000
1622111830.540, lauv-roald, SmartX, 3.400
1622111831.040, lauv-roald, SmartX, 2.000
1622111831.540, lauv-roald, SmartX, 2.000
1622111832.040, lauv-roald, SmartX, 1.800
1622111832.540, lauv-roald, SmartX, 1.800
1622111833.040, lauv-roald, SmartX, 1.800
1622111833.540, lauv-roald, SmartX, 1.800
1622111834.040, lauv-roald, SmartX, 1.800
1622111834.540, lauv-roald, SmartX, 2.000
1622111835.040, lauv-roald, SmartX, 2.000
1622111835.540, lauv-roald, SmartX, 1.800
1622111836.040, lauv-roald, SmartX, 2.000
1622111836.540, lauv-roald, SmartX, 1.800
1622111837.040, lauv-roald, SmartX, 1.800
1622111837.540, lauv-roald, SmartX, 1.800
1622111838.040, lauv-roald, SmartX, 2.400
1622111838.540, lauv-roald, SmartX, 2.000
1622111839.040, lauv-roald, SmartX, 1.600
1622111839.540, lauv-roald, SmartX, 2.200
1622111840.040, lauv-roald, SmartX, 2.000
1622111840.539, lauv-roald, SmartX, 2.000
1622111841.040, lauv-roald, SmartX, 2.200
1622111841.539, lauv-roald, SmartX, 2.000
1622111842.041, lauv-roald, SmartX, 1.800
1622111842.540, lauv-roald, SmartX, 1.800
1622111843.040, lauv-roald, SmartX, 2.000
1622111843.539, lauv-roald, SmartX, 1.800
1622111844.039, lauv-roald, SmartX, 2.000
1622111844.539, lauv-roald, SmartX, 1.800
1622111845.040, lauv-roald, SmartX, 2.000
1622111845.540, lauv-roald, SmartX, 2.800
1622111846.039, lauv-roald, SmartX, 1.800
1622111846.539, lauv-roald, SmartX, 1.800
1622111847.039, lauv-roald, SmartX, 1.600
1622111847.539, lauv-roald, SmartX, 1.800
1622111848.039, lauv-roald, SmartX, 1.800
1622111848.539, lauv-roald, SmartX, 1.600
1622111849.039, lauv-roald, SmartX, 1.800
1622111849.539, lauv-roald, SmartX, 1.800
1622111850.039, lauv-roald, SmartX, 2.000
1622111850.539, lauv-roald, SmartX, 1.800
1622111851.039, lauv-roald, SmartX, 1.800
1622111851.539, lauv-roald, SmartX, 1.600
1622111852.039, lauv-roald, SmartX, 1.800
1622111852.539, lauv-roald, SmartX, 1.800
1622111853.039, lauv-roald, SmartX, 1.800
1622111853.539, lauv-roald, SmartX, 1.600
1622111854.039, lauv-roald, SmartX, 1.600
1622111854.539, lauv-roald, SmartX, 1.600
1622111855.039, lauv-roald, SmartX, 2.200
1622111855.539, lauv-roald, SmartX, 1.800
1622111856.039, lauv-roald, SmartX, 2.000
1622111856.539, lauv-roald, SmartX, 1.600
1622111857.039, lauv-roald, SmartX, 1.800
1622111857.538, lauv-roald, SmartX, 2.200
1622111858.038, lauv-roald, SmartX, 2.000
1622111858.538, lauv-roald, SmartX, 2.000
1622111859.038, lauv-roald, SmartX, 1.800
1622111859.538, lauv-roald, SmartX, 1.600
1622111860.038, lauv-roald, SmartX, 2.000
1622111860.538, lauv-roald, SmartX, 2.000
1622111861.038, lauv-roald, SmartX, 2.000
1622111861.538, lauv-roald, SmartX, 1.800
1622111862.038, lauv-roald, SmartX, 1.800
1622111862.538, lauv-roald, SmartX, 1.800
1622111863.038, lauv-roald, SmartX, 1.600
1622111863.538, lauv-roald, SmartX, 2.000
1622111864.038, lauv-roald, SmartX, 2.000
1622111864.538, lauv-roald, SmartX, 2.200
1622111865.038, lauv-roald, SmartX, 2.000
1622111865.538, lauv-roald, SmartX, 1.800
1622111866.038, lauv-roald, SmartX, 1.800
1622111866.538, lauv-roald, SmartX, 2.000
1622111867.038, lauv-roald, SmartX, 2.000
1622111867.538, lauv-roald, SmartX, 2.000
1622111868.038, lauv-roald, SmartX, 2.000
1622111868.538, lauv-roald, SmartX, 1.800
1622111869.038, lauv-roald, SmartX, 2.200
1622111869.537, lauv-roald, SmartX, 1.800
1622111870.037, lauv-roald, SmartX, 1.800
1622111870.538, lauv-roald, SmartX, 1.800
1622111871.037, lauv-roald, SmartX, 1.800
1622111871.537, lauv-roald, SmartX, 1.600
1622111872.037, lauv-roald, SmartX, 2.000
1622111872.537, lauv-roald, SmartX, 2.400
1622111873.037, lauv-roald, SmartX, 3.000
1622111873.537, lauv-roald, SmartX, 2.400
1622111874.037, lauv-roald, SmartX, 2.000
1622111874.537, lauv-roald, SmartX, 2.000
1622111875.037, lauv-roald, SmartX, 2.000
1622111875.537, lauv-roald, SmartX, 1.800
1622111876.037, lauv-roald, SmartX, 2.200
1622111876.537, lauv-roald, SmartX, 1.800
1622111877.037, lauv-roald, SmartX, 1.800
1622111877.537, lauv-roald, SmartX, 2.000
1622111878.037, lauv-roald, SmartX, 2.200
1622111878.537, lauv-roald, SmartX, 2.000
1622111879.037, lauv-roald, SmartX, 1.800
1622111879.537, lauv-roald, SmartX, 2.000
1622111880.037, lauv-roald, SmartX, 1.800
1622111880.537, lauv-roald, SmartX, 1.800
1622111881.037, lauv-roald, SmartX, 2.000
1622111881.537, lauv-roald, SmartX, 1.800
1622111882.037, lauv-roald, SmartX, 1.800
1622111882.537, lauv-roald, SmartX, 2.000
1622111883.037, lauv-roald, SmartX, 2.600
1622111883.537, lauv-roald, SmartX, 1.800
1622111884.036, lauv-roald, SmartX, 2.000
1622111884.537, lauv-roald, SmartX, 2.200
1622111885.037, lauv-roald, SmartX, 3.000
1622111885.537, lauv-roald, SmartX, 2.200
1622111886.036, lauv-roald, SmartX, 1.800
1622111886.536, lauv-roald, SmartX, 2.000
1622111887.036, lauv-roald, SmartX, 2.000
1622111887.536, lauv-roald, SmartX, 2.000
1622111888.036, lauv-roald, SmartX, 2.600
1622111888.536, lauv-roald, SmartX, 1.800
1622111889.036, lauv-roald, SmartX, 3.000
1622111889.536, lauv-roald, SmartX, 2.000
1622111890.036, lauv-roald, SmartX, 2.000
1622111890.536, lauv-roald, SmartX, 1.800
1622111891.036, lauv-roald, SmartX, 2.200
1622111891.536, lauv-roald, SmartX, 2.200
1622111892.036, lauv-roald, SmartX, 1.800
1622111892.536, lauv-roald, SmartX, 2.000
1622111893.036, lauv-roald, SmartX, 2.600
1622111893.536, lauv-roald, SmartX, 2.000
1622111894.036, lauv-roald, SmartX, 2.200
1622111894.536, lauv-roald, SmartX, 2.000
1622111895.036, lauv-roald, SmartX, 1.800
1622111895.536, lauv-roald, SmartX, 2.000
1622111896.036, lauv-roald, SmartX, 2.000
1622111896.536, lauv-roald, SmartX, 2.000
1622111897.036, lauv-roald, SmartX, 2.200
1622111897.536, lauv-roald, SmartX, 2.000
1622111898.036, lauv-roald, SmartX, 2.200
1622111898.536, lauv-roald, SmartX, 1.600
1622111899.036, lauv-roald, SmartX, 1.800
1622111899.536, lauv-roald, SmartX, 2.000
1622111900.035, lauv-roald, SmartX, 2.000
1622111900.536, lauv-roald, SmartX, 1.800
1622111901.035, lauv-roald, SmartX, 2.600
1622111901.535, lauv-roald, SmartX, 2.600
1622111902.035, lauv-roald, SmartX, 1.800
1622111902.535, lauv-roald, SmartX, 2.800
1622111903.035, lauv-roald, SmartX, 1.800
1622111903.535, lauv-roald, SmartX, 2.200
1622111904.035, lauv-roald, SmartX, 2.000
1622111904.535, lauv-roald, SmartX, 2.200
1622111905.035, lauv-roald, SmartX, 2.000
1622111905.535, lauv-roald, SmartX, 2.200
1622111906.035, lauv-roald, SmartX, 1.800
1622111906.535, lauv-roald, SmartX, 2.000
1622111907.035, lauv-roald, SmartX, 1.800
1622111907.535, lauv-roald, SmartX, 2.000
1622111908.035, lauv-roald, SmartX, 2.200
1622111908.535, lauv-roald, SmartX, 2.000
1622111909.035, lauv-roald, SmartX, 2.000
1622111909.535, lauv-roald, SmartX, 2.200
1622111910.035, lauv-roald, SmartX, 2.000
1622111910.535, lauv-roald, SmartX, 2.000
1622111911.035, lauv-roald, SmartX, 2.200
1622111911.535, lauv-roald, SmartX, 2.000
1622111912.035, lauv-roald, SmartX, 2.200
1622111912.535, lauv-roald, SmartX, 1.800
1622111913.035, lauv-roald, SmartX, 2.000
1622111913.535, lauv-roald, SmartX, 2.000
1622111914.034, lauv-roald, SmartX, 1.800
1622111914.534, lauv-roald, SmartX, 2.200
1622111915.034, lauv-roald, SmartX, 2.000
1622111915.534, lauv-roald, SmartX, 2.000
1622111916.034, lauv-roald, SmartX, 2.000
1622111916.534, lauv-roald, SmartX, 2.000
1622111917.034, lauv-roald, SmartX, 2.000
1622111917.534, lauv-roald, SmartX, 2.400
1622111918.034, lauv-roald, SmartX, 2.000
1622111918.534, lauv-roald, SmartX, 2.200
1622111919.034, lauv-roald, SmartX, 2.000
1622111919.534, lauv-roald, SmartX, 2.200
1622111920.034, lauv-roald, SmartX, 2.000
1622111920.534, lauv-roald, SmartX, 1.800
1622111921.034, lauv-roald, SmartX, 3.000
1622111921.534, lauv-roald, SmartX, 1.800
1622111922.034, lauv-roald, SmartX, 1.800
1622111922.534, lauv-roald, SmartX, 1.800
1622111923.034, lauv-roald, SmartX, 2.000
1622111923.534, lauv-roald, SmartX, 2.200
1622111924.034, lauv-roald, SmartX, 2.400
1622111924.534, lauv-roald, SmartX, 2.400
1622111925.034, lauv-roald, SmartX, 2.200
1622111925.534, lauv-roald, SmartX, 2.200
1622111926.034, lauv-roald, SmartX, 2.400
1622111926.534, lauv-roald, SmartX, 1.800
1622111927.033, lauv-roald, SmartX, 2.000
1622111927.533, lauv-roald, SmartX, 1.800
1622111928.033, lauv-roald, SmartX, 1.800
1622111928.533, lauv-roald, SmartX, 2.200
1622111929.033, lauv-roald, SmartX, 2.200
1622111929.533, lauv-roald, SmartX, 2.400
1622111930.033, lauv-roald, SmartX, 1.800
1622111930.533, lauv-roald, SmartX, 2.600
1622111931.033, lauv-roald, SmartX, 2.200
1622111931.533, lauv-roald, SmartX, 1.800
1622111932.033, lauv-roald, SmartX, 2.000
1622111932.533, lauv-roald, SmartX, 2.200
1622111933.033, lauv-roald, SmartX, 2.000
1622111933.533, lauv-roald, SmartX, 2.000
1622111934.033, lauv-roald, SmartX, 2.400
1622111934.533, lauv-roald, SmartX, 2.200
1622111935.033, lauv-roald, SmartX, 2.000
1622111935.533, lauv-roald, SmartX, 2.000
1622111936.033, lauv-roald, SmartX, 1.800
1622111936.533, lauv-roald, SmartX, 2.200
1622111937.033, lauv-roald, SmartX, 2.000
1622111937.533, lauv-roald, SmartX, 2.200
1622111938.033, lauv-roald, SmartX, 2.200
1622111938.533, lauv-roald, SmartX, 2.000
1622111939.033, lauv-roald, SmartX, 2.200
1622111939.533, lauv-roald, SmartX, 2.400
1622111940.033, lauv-roald, SmartX, 2.400
1622111940.533, lauv-roald, SmartX, 2.000
1622111941.033, lauv-roald, SmartX, 2.000
1622111941.532, lauv-roald, SmartX, 2.200
1622111942.033, lauv-roald, SmartX, 2.200
1622111942.533, lauv-roald, SmartX, 2.000
1622111943.032, lauv-roald, SmartX, 2.200
1622111943.532, lauv-roald, SmartX, 3.000
1622111944.032, lauv-roald, SmartX, 2.000
1622111944.532, lauv-roald, SmartX, 2.200
1622111945.032, lauv-roald, SmartX, 2.000
1622111945.532, lauv-roald, SmartX, 2.000
1622111946.032, lauv-roald, SmartX, 2.000
1622111946.532, lauv-roald, SmartX, 2.000
1622111947.032, lauv-roald, SmartX, 2.200
1622111947.532, lauv-roald, SmartX, 2.200
1622111948.032, lauv-roald, SmartX, 2.000
1622111948.532, lauv-roald, SmartX, 2.400
1622111949.032, lauv-roald, SmartX, 2.000
1622111949.532, lauv-roald, SmartX, 2.000
1622111950.032, lauv-roald, SmartX, 2.400
1622111950.532, lauv-roald, SmartX, 2.000
1622111951.032, lauv-roald, SmartX, 2.200
1622111951.532, lauv-roald, SmartX, 1.800
1622111952.032, lauv-roald, SmartX, 2.200
1622111952.532, lauv-roald, SmartX, 2.200
1622111953.032, lauv-roald, SmartX, 2.200
1622111953.532, lauv-roald, SmartX, 2.000
1622111954.032, lauv-roald, SmartX, 2.400
1622111954.532, lauv-roald, SmartX, 1.800
1622111955.032, lauv-roald, SmartX, 2.200
1622111955.531, lauv-roald, SmartX, 2.200
1622111956.032, lauv-roald, SmartX, 2.000
1622111956.532, lauv-roald, SmartX, 2.800
1622111957.032, lauv-roald, SmartX, 2.200
1622111957.532, lauv-roald, SmartX, 3.200
1622111958.032, lauv-roald, SmartX, 2.600
1622111958.532, lauv-roald, SmartX, 2.600
1622111959.032, lauv-roald, SmartX, 2.000
1622111959.531, lauv-roald, SmartX, 2.000
1622111960.031, lauv-roald, SmartX, 2.000
1622111960.531, lauv-roald, SmartX, 2.000
1622111961.032, lauv-roald, SmartX, 2.200
1622111961.531, lauv-roald, SmartX, 2.000
1622111962.031, lauv-roald, SmartX, 2.000
1622111962.531, lauv-roald, SmartX, 2.000
1622111963.031, lauv-roald, SmartX, 2.000
