,depths
114,"[-1449.9207469424089, -1600.9227782092705, 1631276958.3533294, 2.3907619040421766]"
115,"[-1464.434356692329, -1592.4752786533916, 1631276972.3532796, 2.8083377077121927]"
116,"[-1481.4216508248237, -1599.1432068928036, 1631276991.3534822, 2.728515351661528]"
117,"[-1497.4858167767677, -1616.1376656176133, 1631277009.3533273, 0.0]"
118,"[-1503.5809131336982, -1626.9053793768576, 1631277020.3532012, 1.5251675934502573]"
119,"[-1495.1576060732782, -1621.735624755347, 1631277030.3531816, 0.0]"
120,"[-1486.4196824410892, -1613.1629805287591, 1631277040.3531618, 1.1508031421237521]"
121,"[-1480.5660521520956, -1604.3311946082351, 1631277049.3531559, 0.0]"
122,"[-1480.2521566510388, -1593.0236914103546, 1631277059.353147, 0.0]"
123,"[-1479.9995410071913, -1580.1017335381316, 1631277120.353854, 0.0]"
124,"[-1475.9259040114987, -1541.8113195744754, 1631277130.3531024, 1.4506077871780203]"
125,"[-1467.539063592881, -1533.8809646251925, 1631277136.353079, 0.0]"
126,"[-1459.3010813424398, -1525.7620177508181, 1631277143.3530958, 0.0]"
127,"[-1450.9934176518946, -1517.5574630783976, 1631277150.3531036, 2.063778009077515]"
128,"[-1440.94971667821, -1507.6283393782478, 1631277161.3531878, 2.076444601771807]"
129,"[-1431.4456223289235, -1498.2264710582372, 1631277167.3530455, 0.0]"
130,"[-1422.4402756491797, -1489.3044382744708, 1631277180.353257, 0.0]"
131,"[-1412.288193206059, -1479.2413200502463, 1631277188.3531225, 0.5083026669242166]"
132,"[-1404.8158395887374, -1471.8251530260175, 1631277196.3531291, 1.5778480214301986]"
133,"[-1395.2019067590313, -1462.2754946093573, 1631277209.3532574, 1.5625948978192876]"
134,"[-1384.0078402956399, -1451.1465846016374, 1631277221.3530874, 2.3690680205219925]"
135,"[-1368.6233296570033, -1435.8274175176934, 1631277241.353349, 3.143375943104426]"
136,"[-1364.3643208941405, -1423.75174064195, 1631277257.3533156, 2.774150125908129]"
137,"[-1384.5612898929078, -1423.5075993291557, 1631277276.3533561, 2.1100700064138933]"
138,"[-1396.3236255977422, -1417.042402288156, 1631277294.3533826, 2.218031319704923]"
139,"[-1381.9194815101218, -1402.9150931021916, 1631277311.3533397, 2.3201055249782527]"
140,"[-1366.1774222993092, -1387.1738348976955, 1631277328.3532622, 2.122636159261068]"
141,"[-1351.2830015152365, -1372.2904197986948, 1631277347.3533561, 3.000524837561328]"
142,"[-1337.7327903655003, -1358.7328320305558, 1631277362.3533266, 2.1372361273476574]"
143,"[-1324.168766441337, -1345.1404916716535, 1631277379.353349, 1.7856718211463003]"
144,"[-1314.1093206524881, -1326.265215223538, 1631277397.3533032, 2.7155596053961553]"
145,"[-1313.8966752137037, -1306.5029395794782, 1631277415.3533812, 0.0]"
146,"[-1308.48712701303, -1287.62158042766, 1631277432.35335, 0.0]"
147,"[-1295.955087078411, -1275.0306520837198, 1631277446.3531585, 0.0]"
148,"[-1285.6379500826292, -1264.6434224007517, 1631277457.3531141, 0.921447293324904]"
149,"[-1277.223421553786, -1256.1518235239596, 1631277469.3532295, 1.7031132633035833]"
150,"[-1267.5223369544665, -1246.3539158848357, 1631277480.3531685, 2.017153942223751]"
151,"[-1233.343393877729, -1202.8444110105836, 1631277556.3532386, 2.2113048163327305]"
152,"[-1233.5640544837634, -1182.9073045092964, 1631277567.3532043, 0.7752625346183777]"
153,"[-1240.170129423944, -1166.788556212638, 1631277580.3531806, 1.785702865232121]"
154,"[-1253.8835536439576, -1165.7080774829706, 1631277586.3530314, 3.6512915823194714]"
155,"[-1258.2952588923433, -1156.6871204165839, 1631277597.3532312, 2.4830498009017017]"
156,"[-1265.4503637751602, -1144.6674555690663, 1631277613.3533363, 0.837658116311738]"
157,"[-1286.0019175013094, -1144.6476849390613, 1631277629.353333, 2.983621510592374]"
158,"[-1307.5661551488947, -1144.2299454006477, 1631277647.3533795, 3.3544605666338794]"
159,"[-1323.6584102115492, -1145.1334580892621, 1631277654.3530176, 5.2547569612059934]"
160,"[-1331.9389761090194, -1152.946163545205, 1631277667.353145, 4.076372110482418]"
161,"[-1344.8803271581282, -1165.8441950262052, 1631277684.3533037, 4.828135504867092]"
162,"[-1363.3396693666448, -1184.2741068174394, 1631277705.3533242, 5.068473613623416]"
163,"[-1377.8373760272502, -1198.772632118338, 1631277723.3533804, 3.5850977897644043]"
164,"[-1393.9824557741406, -1214.9444124846307, 1631277743.353421, 1.6090789924968374]"
165,"[-1405.360475473611, -1220.961471110928, 1631277760.3533537, 0.0]"
166,"[-1396.8632324583791, -1211.5395198682045, 1631277766.353028, 0.0]"
167,"[-1389.4839271322542, -1204.172925818248, 1631277779.353252, 0.0]"
168,"[-1379.7350357811026, -1194.379877735514, 1631277789.3531544, 2.277217958912705]"
169,"[-1369.7290529904303, -1184.3172557238854, 1631277801.353188, 3.15435773676092]"
170,"[-1363.450121298095, -1171.607779525904, 1631277816.3533006, 3.221928097985008]"
171,"[-1371.0722741159757, -1163.793893527592, 1631277838.3534973, 2.506904446717465]"
172,"[-1375.280412622392, -1174.6149253873025, 1631277858.3534312, 3.70141967679515]"
173,"[-1373.342006716547, -1167.3025874807795, 1631277882.3535593, 2.353256465208651]"
174,"[-1377.7504032709255, -1177.9807299461768, 1631277903.353462, 4.2633325403386895]"
175,"[-1357.891514459507, -1136.0043229808982, 1631277985.3533752, 5.779244817868627]"
176,"[-1385.2634580732094, -1143.149529777964, 1631278000.3532183, 5.186089433804907]"
177,"[-1398.6459058295052, -1156.657407878904, 1631278013.3532522, 5.107189178466797]"
178,"[-1416.0263908051563, -1174.0625342475953, 1631278031.3532825, 3.7434217135111494]"
179,"[-1426.4448456565158, -1184.5113864027994, 1631278038.3530793, 1.7209517895573319]"
180,"[-1424.2031586181365, -1182.7640345570526, 1631278067.3534105, 2.5098820723066426]"
181,"[-1424.05276074953, -1160.497078694026, 1631278084.3533301, 4.693787409801676]"
182,"[-1432.6706286359854, -1152.2164588660344, 1631278109.3535726, 5.715412649843428]"
183,"[-1448.0425978189487, -1169.0965275713731, 1631278123.3532648, 5.35735014231518]"
184,"[-1460.8236985007977, -1181.9351514787902, 1631278139.3533504, 5.764872839956572]"
185,"[-1473.9703795446903, -1195.1703590254306, 1631278154.353301, 5.224948883056641]"
186,"[-1482.0907793688, -1211.0790958013847, 1631278171.3533444, 5.860906340859153]"
187,"[-1481.3898899540661, -1233.8807667250464, 1631278188.3532283, 5.484034456387914]"
188,"[-1481.0658994431508, -1250.0883980373958, 1631278202.3532743, 3.112117052078247]"
189,"[-1476.8382578076396, -1256.8463587758476, 1631278223.3534343, 0.0]"
190,"[-1476.5418498477006, -1235.2005681544636, 1631278237.353171, 0.0]"
191,"[-1476.1703944643887, -1215.9999591466876, 1631278253.3531895, 1.922595298651493]"
192,"[-1475.8458850626887, -1199.2245867716822, 1631278271.3532162, 3.0494162777457574]"
193,"[-1475.4523424904048, -1178.8832131656457, 1631278287.353328, 4.842567286106071]"
194,"[-1483.764061659995, -1157.736293295318, 1631278312.3535757, 3.4053159870884637]"
195,"[-1507.5251687581272, -1133.3514475542233, 1631278376.354053, 3.2101819650693373]"
196,"[-1533.7801956932458, -1092.8044478624065, 1631278396.3533447, 3.26100398013086]"
197,"[-1532.2466744545077, -1059.3152559152165, 1631278416.3533528, 2.9347658536650916]"
198,"[-1531.668307514149, -1033.162858813572, 1631278434.3533814, 3.094317584326773]"
199,"[-1531.1241663805101, -1008.5831183780348, 1631278452.353326, 2.591663456926442]"
200,"[-1530.5914107425795, -984.5521587364724, 1631278471.353393, 3.4069913589593135]"
201,"[-1530.0778949503174, -961.3779035900204, 1631278489.3533802, 2.36273193359375]"
202,"[-1529.5726252993288, -938.6051006265998, 1631278508.3533888, 3.3503600635913884]"
203,"[-1528.9500292279242, -910.5704715196912, 1631278531.353395, 0.7296925397834393]"
204,"[-1528.5066132347447, -890.6250334280854, 1631278545.353277, 1.6353887150986026]"
205,"[-1528.1457986266616, -874.3819591957945, 1631278558.3532467, 2.9699369650898557]"
206,"[-1527.7174925103159, -855.1218298241636, 1631278577.353419, 2.062443180517717]"
207,"[-1527.2364921277883, -833.5023406616673, 1631278594.3533723, 4.777453874096726]"
208,"[-1537.8632696270874, -819.0811479901948, 1631278618.3534982, 3.240429371896416]"
209,"[-1571.2481205882898, -818.9676790863094, 1631278643.3533685, 3.4922097222973605]"
210,"[-1598.2618841775147, -818.2041572705054, 1631278667.3534484, 3.1744001850937353]"
211,"[-1624.6374462414542, -817.4582066067584, 1631278688.353386, 4.131815736944025]"
212,"[-1651.6280082301678, -816.6924103553758, 1631278712.3535023, 4.365022930231961]"
213,"[-1677.4111693595319, -815.959785237537, 1631278731.3531806, 3.4219124401458587]"
214,"[-1691.3583248818209, -814.7755524794917, 1631278792.3537905, 1.057355508057758]"
215,"[-1700.9363657935983, -795.5671538273343, 1631278813.353211, 1.5497381557719878]"
216,"[-1700.928467332784, -760.3613378877998, 1631278834.4085774, 0.7524554946205833]"
217,"[-1700.9196695571438, -725.9213386888096, 1631278858.4085772, 3.2498257425096297]"
218,"[-1704.1330019534728, -710.3446950075422, 1631278870.4085112, 4.091717166129989]"
219,"[-1712.8812693117604, -703.4589602268902, 1631278877.408437, 5.76146767356179]"
220,"[-1723.423004790625, -706.5172580194942, 1631278885.4449174, 6.27433713277181]"
221,"[-1735.9917560720703, -719.1098766617273, 1631278903.445162, 5.493271637444544]"
222,"[-1781.9748172016593, -767.0007486273673, 1631278959.9767876, 4.080143292744954]"
223,"[-2020.682949364235, -775.5419273394926, 1631279203.3177626, 2.4144976139068604]"
224,"[-2155.8367625523724, -189.94552998374695, 1631279722.2767322, 0.5855968167083432]"
225,"[-2491.7503377739217, 145.92867020737276, 1631280155.2747126, 2.2427142506295983]"
226,"[-2505.697493317623, 145.9889562180967, 1631280163.2745256, 0.0]"
227,"[-2348.1844780170713, 182.6008838142202, 1631280377.3305986, 1.7519600270974516]"
228,"[-1809.783877318842, 147.13435006575818, 1631280868.5219307, 0.7721526366893692]"
229,"[-1797.2938547174015, 147.18854764038403, 1631280875.6598694, 0.742873277327027]"
230,"[-1786.1022855219824, 147.2371512607168, 1631280882.6598904, 1.0623740764579388]"
231,"[-1776.6874205423471, 147.27820031220486, 1631280887.6598604, 0.798153959139429]"
232,"[-1764.1192949676822, 147.33315562420705, 1631280896.6597855, 0.8169039873161701]"
