,depths
111,"[955.982325664592, 1935.8215010511526, 1631104074.7690878, 3.991762919859453]"
112,"[956.7057823227859, 1946.6133570203879, 1631104094.769381, 3.837056848737929]"
113,"[973.0008440999615, 1953.6393094889265, 1631104111.7692645, 3.649374234555948]"
114,"[966.1849803636765, 1973.087352079448, 1631104130.7695808, 4.083774624448834]"
115,"[951.2697391557416, 1988.4824340449406, 1631104146.7694786, 3.073210813782432]"
116,"[937.4038574415323, 2002.986886143933, 1631104163.7693057, 4.018127793013448]"
117,"[924.0187739949787, 2017.0014018230308, 1631104178.7685578, 1.679253101348877]"
118,"[912.3749656724766, 2029.2051139629561, 1631104191.7691748, 2.6041568409312856]"
119,"[901.1563391960156, 2040.974529183108, 1631104205.7691813, 2.550223935132075]"
120,"[888.3107465155177, 2054.4635965717266, 1631104222.769219, 3.2439233853359415]"
121,"[872.2595844316482, 2063.5519198704073, 1631104238.7692125, 3.610886866998191]"
122,"[852.830719808017, 2071.3847180669686, 1631104260.769805, 2.2888169089953103]"
123,"[832.5066586859855, 2082.7051637142017, 1631104280.7697794, 2.393819510936737]"
124,"[812.3749035070425, 2088.89936031703, 1631104298.7693079, 2.4337539109918804]"
125,"[796.0954450018788, 2098.4788315694527, 1631104314.7692275, 3.4848355090979375]"
126,"[777.1612379938844, 2106.0712578195107, 1631104335.769593, 3.7176023182844875]"
127,"[759.0997503739147, 2117.0039175667857, 1631104352.7693288, 3.5759106585473726]"
128,"[739.9517850287823, 2124.1448328248816, 1631104372.7695801, 4.157491894683453]"
129,"[722.6372956585728, 2143.229984505247, 1631104444.7701874, 2.2973668195984582]"
130,"[689.4379362157127, 2183.243861985245, 1631104460.7691941, 4.753716553100432]"
131,"[675.718729250127, 2196.4745486103984, 1631104469.7694283, 4.720021975160849]"
132,"[663.10689732689, 2209.1729386299967, 1631104482.7691658, 3.32736333211263]"
133,"[647.8536606510644, 2224.545595696953, 1631104498.769259, 6.189783910308222]"
134,"[627.6465548785477, 2234.22749870767, 1631104517.7692754, 4.054183573433847]"
135,"[607.0668894728334, 2239.7179139497116, 1631104533.7692428, 4.875506791201505]"
136,"[592.0803315034018, 2255.077672439161, 1631104551.7692761, 4.149709354747426]"
137,"[577.2848187565833, 2270.050867815922, 1631104567.7692282, 4.939792281449443]"
138,"[562.6856860950907, 2284.849304521443, 1631104585.7693822, 4.646636789495295]"
139,"[548.6378427836514, 2299.1037168429934, 1631104600.7692308, 4.325245459874472]"
140,"[535.0690444541777, 2312.887505039271, 1631104617.7696903, 4.144765463742343]"
141,"[520.6949127092438, 2327.504798517151, 1631104634.7691834, 2.036504297545462]"
142,"[508.037086312878, 2340.390091027867, 1631104647.7692404, 3.6445024663751777]"
143,"[496.2562513258303, 2352.395168499089, 1631104662.7698076, 2.9017565467140893]"
144,"[479.68774080413993, 2360.3424419508297, 1631104680.7692974, 2.9662136670314907]"
145,"[460.64952276504636, 2353.9229217810216, 1631104698.7692585, 0.6769344210624695]"
146,"[455.30126026070155, 2342.9721682519603, 1631104712.7694898, 0.48008615320379083]"
147,"[459.7012861583474, 2352.1031496473097, 1631104724.7690837, 2.0751850580928304]"
148,"[448.7033184171206, 2363.6163799181345, 1631104739.7691753, 2.7971599089978922]"
149,"[435.8712299829837, 2368.3504023419105, 1631104753.7692635, 3.0013255615427035]"
150,"[422.12440333300725, 2354.5518394605783, 1631104772.7688851, 3.5363015231460033]"
151,"[416.70617066626363, 2339.097642536779, 1631104788.769235, 2.415762713461211]"
152,"[425.71086517475914, 2336.084579123065, 1631104805.7692487, 3.5108223238376657]"
153,"[411.54491844506396, 2350.5865600065436, 1631105546.7737, 1.9553741430393372]"
154,"[362.40581462630666, 2387.9400275320204, 1631105563.7692711, 1.7425469557444253]"
155,"[347.95559077441015, 2372.7421699618917, 1631105574.769122, 2.722996979048758]"
156,"[334.4825375114139, 2359.0876606058346, 1631105587.7692068, 2.4360736740960016]"
157,"[318.1908965275103, 2350.4446810049476, 1631105601.7692606, 2.1078474834711867]"
158,"[308.61890883047096, 2355.267283735047, 1631105617.769254, 2.8309987223509587]"
159,"[320.5359486107961, 2349.5028912403864, 1631105631.7691605, 3.147773702939351]"
160,"[320.6449041853759, 2328.8308503975736, 1631105650.769624, 2.2135612567265825]"
161,"[314.75781410848964, 2308.2965292181902, 1631105668.7698398, 2.2878344528602828]"
162,"[305.60464664981805, 2290.7451984064733, 1631105685.7695367, 1.9116006574847482]"
163,"[301.27523071635125, 2273.280801687776, 1631105700.7691617, 3.360178123820912]"
164,"[293.65871087315196, 2255.379144257711, 1631105720.7693388, 0.0]"
165,"[287.357034547932, 2243.7042293319155, 1631105739.7692616, 3.2616291034101237]"
166,"[272.3638409345435, 2259.063110322944, 1631105757.769346, 4.43898554281755]"
167,"[259.3824586352188, 2272.3803443065985, 1631105770.7691271, 2.8373353481292725]"
168,"[244.86891741353895, 2279.5028682234347, 1631105786.7692685, 2.85871731151234]"
169,"[224.51966171051615, 2279.3560813663767, 1631105804.7694497, 2.9048184915022417]"
170,"[204.64929747178408, 2286.5575756731955, 1631105824.7693758, 2.9806045483459127]"
171,"[186.2240368008922, 2296.779593315027, 1631105842.770163, 0.620654841866156]"
172,"[169.2784289063223, 2300.6125230270127, 1631105855.7693937, 0.5363536531274968]"
