,depths
49,"[823.4047092080589, 668.354290775793, 1631263533.826528, 0.0]"
50,"[821.0728807727697, 675.7238441867214, 1631263541.8263204, 0.0]"
51,"[812.625777908238, 678.2295458611118, 1631263549.826918, 0.0]"
52,"[805.3575527682091, 685.3500280984656, 1631263558.8264234, 0.0]"
53,"[801.2214209451961, 693.2760850647712, 1631263566.8262987, 0.0]"
54,"[805.445999203274, 701.6935875643486, 1631263575.8264627, 0.0]"
55,"[805.7095950722652, 711.7472146521551, 1631263583.8263652, 0.0]"
56,"[803.5842944176228, 721.1530698491397, 1631263592.8263476, 0.0]"
57,"[796.5480648955121, 728.4677806236281, 1631263600.8263032, 0.0]"
58,"[793.4361525785018, 735.8062184092, 1631263609.826384, 0.0]"
59,"[801.6952438179648, 737.187884228925, 1631263616.826461, 0.0]"
60,"[808.9976343696168, 740.2062050870333, 1631263625.826234, 0.0]"
61,"[809.5844549405273, 750.0270810669011, 1631263633.8263767, 0.0]"
62,"[807.7299736720781, 758.9135450730905, 1631263641.82639, 0.0]"
63,"[801.1816098173973, 765.703590729796, 1631263649.8269742, 0.0]"
64,"[794.3916523556022, 772.6162456372832, 1631263657.826291, 0.0]"
65,"[789.69317516211, 779.8887957333768, 1631263664.8265371, 0.0]"
66,"[787.76796248356, 788.145601771233, 1631263672.82639, 0.0]"
67,"[781.7057096634859, 794.5359795070196, 1631263679.8265877, 0.0]"
68,"[778.9837118708963, 801.3602913292967, 1631263688.8264487, 0.0]"
69,"[786.1063121437692, 804.9822922173394, 1631263696.826316, 0.0]"
70,"[782.2952286680226, 812.002209512482, 1631263704.8274364, 0.0]"
71,"[777.5558945616176, 819.7473048044018, 1631263712.8264081, 0.0]"
72,"[779.7056455890124, 828.5165066769126, 1631263720.826379, 0.0]"
73,"[785.989221827692, 834.8114833383052, 1631263727.8264256, 0.0]"
74,"[835.8391094940265, 887.4035334024326, 1631263798.8267534, 0.0]"
75,"[838.0188035334864, 897.6182389277012, 1631263805.8263912, 0.0]"
76,"[845.7932655521637, 905.5938064609273, 1631263812.8265233, 1.660009741783142]"
77,"[850.0974238991912, 914.0471256610732, 1631263820.8264585, 1.5902857943014665]"
78,"[837.6929354415379, 916.2984940164416, 1631263832.8263876, 0.0]"
79,"[827.4238089081045, 921.4496117609682, 1631263845.826507, 0.0]"
80,"[835.9539245247552, 930.9521276101523, 1631263853.8264368, 0.0]"
81,"[841.3065805713217, 939.2074676324534, 1631263861.8266642, 1.2735438346862793]"
82,"[845.4035652227626, 950.3196810315814, 1631263873.8265564, 2.348023657545899]"
83,"[850.2898128382712, 961.0605012132772, 1631263884.8268023, 3.2001399662759566]"
84,"[844.7459125964614, 977.0017703969307, 1631263903.8266215, 5.221262729529179]"
85,"[850.0227092385517, 992.0011306098378, 1631263915.8268974, 3.568719526734015]"
86,"[856.0655859121777, 988.1443607974364, 1631263932.8265822, 3.6689252636649394]"
87,"[839.2849435377723, 994.0495424397385, 1631263950.8268874, 0.0]"
88,"[827.5964984536455, 1006.1785245974909, 1631263960.8264043, 0.0]"
89,"[818.7594011468964, 1015.2307744021509, 1631263971.8264446, 0.7722158419965494]"
90,"[809.0275221846467, 1025.2062425015667, 1631263983.8272836, 0.0]"
91,"[799.8085330606261, 1034.6627922114615, 1631263993.8263335, 0.0]"
92,"[791.906397282103, 1042.7743858082465, 1631264002.826335, 0.0]"
93,"[784.7647009174483, 1050.1094908117516, 1631264010.8263166, 1.639857003183076]"
94,"[775.585853559104, 1059.542933586064, 1631264024.8264472, 1.6820799112319946]"
95,"[768.4308318636134, 1072.8757992600183, 1631264037.826435, 1.759560743967692]"
96,"[774.230526984762, 1088.1444626383227, 1631264053.8264403, 1.7297057575649686]"
97,"[778.0157611318305, 1099.1757496665582, 1631264068.8264177, 0.4043032228946686]"
98,"[764.7262058825453, 1095.8774582176204, 1631264079.826447, 1.2559182442197896]"
99,"[755.9756001547172, 1092.0977410511134, 1631264090.8268826, 1.9103170549026642]"
100,"[755.3032826807968, 1106.390572867167, 1631264105.82694, 1.7006223900149566]"
101,"[749.9160806389377, 1118.9524101295126, 1631264119.826508, 2.899108380380303]"
102,"[733.1511490915858, 1125.3501362837192, 1631264138.826649, 3.457423508167267]"
103,"[717.1806099304545, 1142.547711615895, 1631264199.8274136, 2.436134591247096]"
104,"[682.6122035828539, 1179.8507847304686, 1631264215.8266447, 3.3464060540151115]"
105,"[667.7699536838528, 1195.2170650384737, 1631264227.8267858, 3.3408698246936606]"
106,"[652.773739667902, 1210.779817161532, 1631264242.8265975, 3.1381139008685794]"
107,"[637.2193346302087, 1226.9407347166969, 1631264258.8264904, 5.189639621310764]"
108,"[620.3687559406321, 1244.4699468605038, 1631264278.8270283, 0.0]"
109,"[610.2445646564446, 1266.0055440644676, 1631264298.8266075, 1.1453767473047431]"
110,"[607.3833299491304, 1284.6456241146, 1631264310.8270335, 1.8669301108880476]"
111,"[600.9323798660262, 1296.1833799631252, 1631264321.826654, 2.4407711029052734]"
112,"[595.6953900372486, 1311.0831134563264, 1631264338.8265276, 2.51094694270028]"
113,"[582.1994862939723, 1324.992419439129, 1631264353.8264709, 2.963340547349718]"
114,"[581.7098580320446, 1336.116662574668, 1631264373.8265994, 3.4876480147694098]"
115,"[602.6763798673945, 1335.8231330219407, 1631264389.826881, 3.2200914850138656]"
116,"[621.1976787610489, 1329.508968123206, 1631264408.8266644, 3.0888611282965153]"
117,"[636.611118438006, 1314.4055910763957, 1631264425.8266768, 3.3166533720613733]"
118,"[652.5843911131054, 1298.9587043862537, 1631264445.8268707, 3.2137946498514425]"
119,"[670.9170517731818, 1289.2810386905126, 1631264462.8265102, 2.651607930058181]"
120,"[689.0936169060626, 1283.9711798820233, 1631264479.8270247, 0.9619713497884346]"
121,"[705.7733951211939, 1275.3423983109728, 1631264496.826556, 2.2633642451931735]"
122,"[724.0335561834679, 1270.0994134862508, 1631264513.8266492, 1.8164436329494822]"
123,"[739.8695878837091, 1261.427190915436, 1631264528.8265119, 0.6854609570117912]"
124,"[752.3258933131732, 1256.3423415600757, 1631264541.8265216, 1.4008393669971313]"
125,"[752.6920404222474, 1242.2587013238822, 1631264552.8264248, 1.538580060005188]"
126,"[746.2957964847777, 1196.5708255386412, 1631264628.8265283, 2.560414528605914]"
127,"[740.1272327527405, 1211.3678594813014, 1631264639.8263707, 1.7052106062571206]"
128,"[754.936931532019, 1219.39785797835, 1631264651.8265553, 2.282341066032949]"
129,"[772.8424821707949, 1219.2341580656437, 1631264663.8264756, 3.0621577693958475]"
130,"[790.4832016157206, 1212.7541801993473, 1631264680.8266551, 2.8857955354632754]"
131,"[808.444075153399, 1203.0101043170926, 1631264696.8265963, 3.816499235654118]"
132,"[828.8451238809164, 1195.671781970676, 1631264717.8267262, 2.3183973630269366]"
133,"[839.6859854424135, 1175.3298174743663, 1631264736.8271227, 6.1210802925957575]"
134,"[848.1878039734812, 1153.2450490691294, 1631264759.8268461, 6.215126844367596]"
135,"[859.9081674044494, 1137.561437095627, 1631264770.8264842, 5.2215375900268555]"
136,"[864.4794593115173, 1128.9883250471942, 1631264783.8265646, 6.103415734840162]"
137,"[875.2226556566217, 1132.647569011686, 1631264794.8262858, 5.518931181743891]"
138,"[885.0170901894197, 1123.5160913792372, 1631264806.8264945, 3.472078323364258]"
139,"[891.7451923013057, 1106.9886402879044, 1631264826.826629, 4.475126695151281]"
140,"[900.0578559241306, 1084.650155981396, 1631264849.8267603, 4.321091955358332]"
141,"[920.3638487140197, 1073.8304737507551, 1631264867.826526, 3.2978962599629105]"
142,"[940.3948988238873, 1080.962225955417, 1631264887.82673, 3.6911086855512676]"
143,"[944.5471611936969, 1098.5705634894725, 1631264907.827096, 2.8202953754049362]"
144,"[934.7926191608392, 1102.2444469413865, 1631264927.8269725, 3.7215917929254396]"
145,"[951.0747356692772, 1093.2184338536938, 1631264943.826509, 1.300479769706726]"
146,"[964.2692060748218, 1087.8080313901328, 1631264957.8272698, 2.99559346112338]"
147,"[968.8015459884247, 1073.1005486835306, 1631264971.8264396, 2.0535261992252236]"
148,"[1010.0526111972034, 1022.3441797165009, 1631265049.8268185, 1.7839422852101952]"
149,"[996.3851196615549, 1029.8523698246443, 1631265062.8265102, 3.2754039746342283]"
150,"[1010.7566708101002, 1044.8710307670221, 1631265077.8270946, 2.069218908897554]"
151,"[1026.0787255247371, 1060.058807628011, 1631265092.8264918, 0.0]"
152,"[1037.6942356882448, 1071.5551343643874, 1631265101.826376, 0.5830495592319604]"
153,"[1042.1686009226612, 1080.5621730300327, 1631265110.8263674, 2.7207403779029846]"
154,"[1031.2747231742949, 1092.5470469188872, 1631265127.8267407, 1.9588574171066284]"
155,"[1016.788810121982, 1107.2912405795043, 1631265143.8265522, 2.2308789889017744]"
156,"[1002.9737072269091, 1121.356860790617, 1631265159.8264515, 2.355364819367727]"
157,"[989.7253902925371, 1134.8595733471195, 1631265174.82647, 3.0620466976454765]"
158,"[975.2943233801159, 1149.5838199237382, 1631265193.8266287, 0.5673035329038447]"
159,"[965.955639455543, 1167.496644019004, 1631265210.826649, 0.6513857245445251]"
160,"[971.2346220295044, 1180.9006824227286, 1631265222.826428, 1.7966604883020574]"
161,"[979.9138607823991, 1177.5570488480532, 1631265233.8265278, 2.3595314278747095]"
162,"[968.045712984996, 1181.3930678658219, 1631265250.827011, 2.4644403132525357]"
163,"[952.6082709484698, 1190.381181736561, 1631265265.826498, 0.8926729866952607]"
164,"[940.4650326786234, 1184.8826744501775, 1631265278.8264174, 1.553870279680599]"
165,"[936.6912531601382, 1175.0893321693957, 1631265290.8264303, 1.7211673259735107]"
166,"[925.9226092207607, 1184.5409279578594, 1631265304.826835, 2.2333539507605815]"
167,"[914.6108339294294, 1196.1266368902416, 1631265317.8267477, 2.2678117065718677]"
168,"[902.0520022987733, 1209.0091808575403, 1631265334.8269053, 3.1574315600322955]"
169,"[888.6491288993436, 1222.7692195365798, 1631265349.8264842, 3.2528656426102223]"
170,"[870.9459102273005, 1230.6430030819988, 1631265369.8266537, 3.5507986003702334]"
171,"[859.602629464995, 1226.3324134540696, 1631265386.8265388, 4.104929663918235]"
172,"[871.280549366176, 1225.9127497261077, 1631265447.8269367, 0.6074723800023396]"
173,"[913.2806191867013, 1222.8502656693454, 1631265462.826847, 1.8873817523320515]"
174,"[899.6144117633202, 1216.6378467776622, 1631265472.8264375, 2.6094804351980034]"
175,"[886.6330695063493, 1229.3931501448417, 1631265485.8266373, 3.223501701547642]"
176,"[874.3782101168134, 1232.8823380645592, 1631265500.826526, 3.282548210837624]"
177,"[879.1242347292985, 1225.8384062471237, 1631265519.826645, 2.22219394433378]"
178,"[870.5164784251332, 1240.3139474363913, 1631265537.8265636, 3.7825619072625134]"
179,"[846.8301382342157, 1239.9671507896705, 1631265557.8267655, 3.1362740526897737]"
180,"[834.9709085274344, 1247.192167376106, 1631265576.826598, 3.6097105741500854]"
181,"[852.3011141403827, 1249.9381489398872, 1631265597.8267531, 3.327441845277343]"
182,"[856.8650087835525, 1239.1929667978134, 1631265616.8266203, 3.496025567102914]"
183,"[841.1980154315553, 1254.4590110737693, 1631265636.8265667, 3.9425455379967738]"
184,"[835.8176189214819, 1270.9036730604178, 1631265653.8266196, 2.001245444471186]"
185,"[844.6851291298501, 1286.2520016058652, 1631265668.8265123, 3.5261078880290793]"
186,"[849.4637871703304, 1302.3374309774074, 1631265683.8266203, 1.0457915344623605]"
187,"[861.3917721024249, 1314.0971580028727, 1631265696.8265436, 1.8014638821283977]"
188,"[868.6150308788905, 1326.8303314634363, 1631265709.8264658, 2.7489511533216997]"
189,"[874.8809735964719, 1342.8700810286307, 1631265727.8266563, 3.3554338397401753]"
190,"[889.0203057249358, 1356.6734031769472, 1631265742.8264883, 3.164982497692108]"
191,"[903.4984431461407, 1371.037671191356, 1631265761.826786, 1.3309466826795329]"
192,"[906.2556626949441, 1383.560137146965, 1631265780.826656, 1.0458743012312688]"
193,"[894.3219095689956, 1378.34580592266, 1631265794.826485, 1.3666075588476778]"
194,"[904.4020601127388, 1367.6746633738683, 1631265806.826403, 2.1473843798492895]"
195,"[963.3941902347859, 1319.423323708835, 1631265882.8264275, 3.828812226803616]"
196,"[981.2096744180368, 1324.0773205694275, 1631265892.8263628, 2.8699251208642513]"
197,"[994.3749357892884, 1337.2410286334712, 1631265905.826505, 3.169179537079551]"
198,"[1006.8743925372772, 1339.9706141318832, 1631265921.8266337, 2.4592437473210422]"
199,"[1014.6943629112894, 1325.5050499167323, 1631265938.826527, 3.5775022940202192]"
200,"[1033.168633361637, 1331.3373664700812, 1631265953.8278744, 3.6937923082197557]"
201,"[1048.7975408832183, 1346.9927309611166, 1631265973.8265975, 2.602847629725331]"
202,"[1059.311678512707, 1366.8403953550437, 1631265992.8266425, 0.848906934261322]"
203,"[1055.0821998336478, 1384.7916584775237, 1631266005.826536, 1.6035319958070313]"
204,"[1042.8507753226793, 1391.9727348564911, 1631266017.8267844, 0.7274787413953531]"
205,"[1029.7962081974927, 1395.5862186065958, 1631266029.8264015, 2.172453612992258]"
206,"[1020.5520623166698, 1405.0480478740947, 1631266039.8263707, 3.2202686444677484]"
207,"[1015.1119500655608, 1420.2721113593966, 1631266058.8268805, 2.643965157595548]"
208,"[1009.9519438367256, 1439.6533284446361, 1631266075.8272758, 3.0520009440605085]"
209,"[1001.4187259316564, 1458.308121187568, 1631266095.8266542, 3.433360530571504]"
210,"[996.2879878491268, 1478.3109422966252, 1631266112.8267677, 2.605839050177372]"
211,"[987.7799499578194, 1495.7741073440093, 1631266130.8266463, 2.8376376941950636]"
212,"[982.8245664575347, 1514.6264788161213, 1631266147.8264148, 3.7589371601740518]"
213,"[974.4486214598138, 1534.4566578734784, 1631266169.8268726, 5.139074057039589]"
214,"[970.8857167384742, 1554.3986159379108, 1631266183.826442, 4.286306178931034]"
215,"[963.5211343669436, 1569.9795594645454, 1631266200.82654, 4.269064956241184]"
216,"[958.6563488199276, 1587.786457201046, 1631266216.8267798, 4.230973017336142]"
217,"[944.4542062954349, 1602.3518170489847, 1631266234.826783, 5.678243413115993]"
218,"[926.9586317691458, 1620.491227431141, 1631266295.8275244, 1.1060329651591754]"
219,"[893.1347816654855, 1655.812625126621, 1631266310.826758, 2.2421816126866774]"
220,"[879.0612708573072, 1670.4284854573955, 1631266321.8263888, 2.6734220186869306]"
221,"[865.1391961058206, 1684.932659434224, 1631266335.8264368, 2.718113474171571]"
222,"[850.7983398262073, 1699.8878407696538, 1631266349.8265297, 1.007155458132426]"
223,"[838.3414606795943, 1712.8928197239554, 1631266361.826417, 2.5471283992131553]"
224,"[827.7817751555419, 1723.9273239987278, 1631266372.8264043, 2.3267616178050186]"
225,"[821.51742906174, 1738.7430053461624, 1631266388.8271182, 3.098399452488832]"
226,"[816.147325543582, 1749.725416827029, 1631266404.8265226, 2.2091244471193567]"
227,"[804.9388117538407, 1748.0774804961968, 1631266422.8265972, 2.591838599455477]"
228,"[812.7339627226369, 1761.3522176223266, 1631266438.826724, 2.272016370537305]"
229,"[821.4663829728494, 1757.3529165166415, 1631266456.8265467, 0.6730954014893734]"
230,"[809.5043821613023, 1764.3371571818498, 1631266472.8265524, 3.2186556295915083]"
231,"[803.6723904293744, 1782.7664059674614, 1631266491.8265643, 2.050143771701389]"
232,"[794.4295521784104, 1800.5495311194663, 1631266508.8263943, 2.14925912474141]"
233,"[787.5233367188024, 1814.1804212797233, 1631266525.8268008, 2.412594675415694]"
234,"[770.6082794255337, 1818.8266677852423, 1631266540.8265555, 2.809670475396243]"
235,"[770.0150551488692, 1829.887649380324, 1631266559.826584, 3.450718243916829]"
236,"[788.2585319161539, 1834.9878043016345, 1631266575.826586, 3.6617250129429983]"
237,"[787.8944779587191, 1846.2611601567373, 1631266597.8266492, 4.0558934964314854]"
238,"[767.428304777252, 1851.5497082537056, 1631266614.8265142, 3.7046453374804873]"
239,"[752.6863666041918, 1867.2647241187701, 1631266633.8266337, 2.9097642886518225]"
240,"[733.5023186644096, 1877.1411549201582, 1631266653.826561, 2.6607305539978876]"
241,"[720.0870655427984, 1877.139478426445, 1631266714.8271542, 0.6150157132534065]"
242,"[705.648933600625, 1876.201559950089, 1631266726.8263187, 2.2934499581654864]"
243,"[691.2909549355506, 1880.1651500353619, 1631266735.8263965, 3.2902395580754136]"
244,"[677.9978844603468, 1894.0859940725543, 1631266749.8264809, 2.317297583577609]"
245,"[664.94739694198, 1897.956429155657, 1631266765.8267202, 1.1156174269589512]"
246,"[665.7118550684336, 1879.43545446776, 1631266777.8264651, 2.0223179342168747]"
247,"[661.9610181111071, 1864.7621050826433, 1631266789.8265, 2.762422502040863]"
248,"[648.7961882469871, 1851.4842415383428, 1631266806.8265355, 4.2646679315302105]"
249,"[639.9308907790931, 1836.200051244286, 1631266819.8265665, 3.2388028905849264]"
250,"[634.5116151546462, 1820.0097674475103, 1631266836.826553, 2.788717053153298]"
251,"[625.9540419929787, 1802.3162636192822, 1631266854.8266509, 4.023418422901269]"
252,"[618.7632435874515, 1781.2258256461682, 1631266876.8268876, 4.116892941070326]"
253,"[608.1525598338443, 1762.3414533107812, 1631266893.826523, 3.164368835362521]"
254,"[603.0337369631848, 1743.6804438355525, 1631266911.8265576, 5.2595660144632514]"
255,"[594.0589603065603, 1728.8135677856353, 1631266924.826398, 4.659631652061385]"
256,"[588.9011856128832, 1712.9371573391502, 1631266941.8266358, 4.268008140602497]"
257,"[580.5005515894799, 1696.710528206576, 1631266957.826828, 3.6523129362048525]"
258,"[575.18493347831, 1678.808016366592, 1631266975.8268006, 2.018033195023585]"
259,"[558.3070459340815, 1675.911246477841, 1631266996.8268075, 2.448595637022847]"
260,"[543.1079398227561, 1692.6135818029693, 1631267013.826636, 2.081518598578193]"
261,"[531.7172634789197, 1696.5699914792278, 1631267029.8265927, 3.340782815759832]"
262,"[532.4438792889347, 1675.9577670825024, 1631267049.8268304, 2.2082118361887306]"
263,"[526.2141989434241, 1664.1952173779266, 1631267068.82656, 5.4913187165452975]"
264,"[480.5186948885817, 1734.3162479113223, 1631267149.8264832, 2.9351048878949095]"
265,"[473.4052723771004, 1756.054154158647, 1631267165.8265357, 2.8027527163727113]"
266,"[457.1733370321555, 1772.0032970153927, 1631267179.8267484, 2.3421760062978727]"
267,"[439.8413291698818, 1780.9305964155258, 1631267195.82656, 2.901072697205977]"
268,"[419.9990716905863, 1787.3642046473242, 1631267213.8265626, 1.027294212218487]"
269,"[402.52878223572424, 1797.338335452924, 1631267229.826575, 0.7969629168510437]"
270,"[387.0772608553586, 1800.4412115805576, 1631267240.8264575, 1.758829535860004]"
271,"[376.15891514380576, 1806.8448490280173, 1631267251.8268263, 1.5553333084992689]"
272,"[365.70481077623595, 1812.9272980947617, 1631267266.8267384, 1.5354511936505635]"
273,"[362.07630379361007, 1828.2018039845464, 1631267279.8264806, 1.8070934643649093]"
274,"[352.18967826424563, 1830.0133260481064, 1631267295.8267221, 2.2797429838565866]"
275,"[347.45807807924257, 1819.4948494365542, 1631267309.8264303, 3.0396230455600852]"
276,"[333.8667838750943, 1832.2484200886001, 1631267328.8266416, 4.656134406725566]"
277,"[320.36234937447455, 1845.9453032584565, 1631267341.826436, 2.030187648956222]"
278,"[309.4077818320367, 1857.087877107425, 1631267354.826486, 2.7599105979457046]"
279,"[294.90135072921055, 1864.1974794205235, 1631267370.8265183, 2.5607355465792647]"
280,"[277.0184043793581, 1870.1042473660311, 1631267388.8267643, 3.183334837658237]"
281,"[260.6245219633652, 1879.477676353744, 1631267404.8265822, 0.9608723737976768]"
282,"[249.55311087730828, 1884.1915117955405, 1631267418.8264496, 0.8965883634307168]"
283,"[259.39126598380363, 1894.968410188356, 1631267430.826449, 2.297619395183794]"
284,"[271.2692325254744, 1906.828080937056, 1631267446.826493, 1.8330340096444795]"
285,"[284.44246948868386, 1919.9875612566857, 1631267461.8266895, 2.1370559828449984]"
286,"[299.7876996125562, 1927.8610242595616, 1631267477.8266692, 2.6653025613890757]"
287,"[316.5299465794681, 1932.346372919128, 1631267492.826955, 2.5809413832847516]"
288,"[367.7201194106992, 1972.0860095472406, 1631267571.826769, 2.5859446037899363]"
289,"[366.80659689749024, 1949.3212377021555, 1631267583.826409, 2.7675619558854536]"
290,"[373.28033919610573, 1930.775933171469, 1631267598.826712, 3.0931325338103552]"
291,"[391.14889861648965, 1921.5762939927718, 1631267613.8268273, 2.614763229182272]"
292,"[410.0425529172308, 1928.3739915964863, 1631267630.8267446, 3.4571527351032607]"
293,"[426.72376744803637, 1937.9714061224872, 1631267645.8265035, 2.372452974319458]"
294,"[443.99297808860234, 1943.307481143831, 1631267661.826741, 2.6987763558975373]"
295,"[460.1223312939956, 1952.029081361881, 1631267677.8264859, 4.9631002220240505]"
296,"[480.5771659452836, 1943.7076019687447, 1631267700.8269286, 6.044846865865919]"
297,"[491.85171039155364, 1927.088613194154, 1631267712.8264623, 4.375306288401286]"
298,"[495.7134603616617, 1913.5733183888171, 1631267725.826661, 5.041134256305117]"
299,"[508.2101724602477, 1910.2098246203373, 1631267740.8265839, 6.14747243939024]"
300,"[510.1604442226383, 1920.9113273754788, 1631267757.8265805, 2.4239420890808105]"
301,"[502.2618518239456, 1912.9799629217623, 1631267778.826664, 2.5565337863835422]"
302,"[518.50989350713, 1897.0415665073406, 1631267796.8265421, 2.199603817679665]"
303,"[533.36536467972, 1882.187866685494, 1631267813.826553, 3.467468571181249]"
304,"[552.50552152093, 1873.2793296935936, 1631267834.826771, 2.8284305785641526]"
305,"[565.2753101451115, 1866.9951299077677, 1631267853.8267815, 2.5113170213169522]"
306,"[550.3311892454286, 1851.8519107432958, 1631267871.826542, 3.212266159178031]"
307,"[541.1524425671288, 1835.1994257945291, 1631267887.827438, 2.1179321293879037]"
308,"[541.3625529798123, 1814.8396302150275, 1631267905.8267138, 3.243817074732347]"
309,"[536.2153715784315, 1794.139466195853, 1631267966.8283486, 4.800339811679089]"
310,"[512.6900821653248, 1795.050557115405, 1631267987.8264618, 4.045467963122358]"
311,"[496.01571627019393, 1811.8608635730525, 1631268000.8264556, 2.061099471467914]"
312,"[482.95150956230447, 1825.0267711749395, 1631268011.826469, 3.137636897539852]"
313,"[468.108216198844, 1832.5114312096619, 1631268025.8265076, 2.274508225797403]"
314,"[450.1840601688568, 1838.1343571123837, 1631268041.8265543, 2.611439419515205]"
315,"[441.41529479351397, 1854.705702328614, 1631268056.8264685, 2.619140625602067]"
316,"[441.718169144053, 1874.9201001969654, 1631268073.82662, 4.666945632057961]"
317,"[436.58964942329146, 1889.1771622532121, 1631268086.826427, 3.365913246617173]"
318,"[418.58918167425645, 1889.2830878419302, 1631268103.8265042, 3.756260521484144]"
319,"[397.32251690710183, 1889.4334088528742, 1631268121.8265798, 5.915730349945299]"
320,"[373.89750467424795, 1889.568464280365, 1631268142.826699, 3.661996830593456]"
321,"[360.9816923276926, 1882.9997644358857, 1631268161.8265657, 2.1659058513063374]"
322,"[371.2642817370503, 1878.0341779092591, 1631268176.8265607, 1.5193650999454538]"
323,"[369.32399852340285, 1891.3330544216367, 1631268192.8264916, 3.4664945397714173]"
324,"[372.0771842724011, 1906.982401628558, 1631268212.826649, 3.582717426497527]"
325,"[356.9535570865889, 1922.0348173182656, 1631268228.8265555, 2.7324639161427813]"
326,"[343.0701161993773, 1936.1727399269134, 1631268245.8265257, 1.1385076533664358]"
327,"[328.7881835929091, 1950.7216999661357, 1631268262.8268616, 2.2787268956502276]"
328,"[314.5027567238216, 1965.2905536782705, 1631268279.8265567, 2.4897979299227395]"
329,"[309.3486077394051, 1979.570275220126, 1631268294.8267965, 4.229637728797066]"
330,"[308.3912102342557, 1990.3676975354315, 1631268317.8274136, 2.582354301154011]"
331,"[282.56425433012095, 1995.3859228889955, 1631268378.8272436, 4.292286661538211]"
332,"[279.003404105577, 2007.5938312580367, 1631268399.8266952, 4.088442611573923]"
