,depths
45,"[-1204.5264727679917, -1514.3246648658337, 1635245842.5478566, 2.7927849425209894]"
46,"[-1209.8786097846848, -1514.996920079417, 1635245865.548176, 2.5515142028981987]"
47,"[-1192.9263936083626, -1531.9571412949028, 1635245884.5481312, 0.0]"
48,"[-1186.5200494735675, -1543.699460753192, 1635245896.547763, 0.0]"
49,"[-1195.8872260689263, -1536.8895901088424, 1635245907.547897, 0.0]"
50,"[-1204.9752949233114, -1528.0390333935052, 1635245917.5481153, 0.0]"
51,"[-1213.1032552466638, -1520.0926256529233, 1635245926.5478473, 0.7177654685396136]"
52,"[-1221.69987517988, -1511.6803174433455, 1635245937.5479074, 1.6554700942954632]"
53,"[-1230.6922490194413, -1502.873837726113, 1635245947.5479, 1.4424174229303994]"
54,"[-1240.9805432802943, -1492.7873722341724, 1635245961.5479314, 2.2410349656235087]"
55,"[-1250.124106755176, -1489.1490210215275, 1635245975.5479133, 0.7150078169023149]"
56,"[-1243.4622926419706, -1492.4650676527915, 1635245988.5479016, 2.927618362686851]"
57,"[-1249.9274986394562, -1489.3067476069887, 1635246000.5479152, 0.6102154110417222]"
58,"[-1241.3325727650629, -1493.838730283848, 1635246106.5488732, 2.19198401407762]"
59,"[-1248.3422883281721, -1489.3260394845547, 1635246117.5478737, 1.4451080048927154]"
60,"[-1242.03108919101, -1492.353997549854, 1635246130.5483973, 2.6351705527666844]"
61,"[-1249.975701205126, -1488.9382760339577, 1635246143.5479755, 1.7439844728720308]"
62,"[-1243.3760629199355, -1491.4924739539122, 1635246158.5479875, 2.8150872103493625]"
63,"[-1251.6664403127074, -1488.0760822531095, 1635246172.5479887, 3.118627283308241]"
64,"[-1239.61782731697, -1501.9750833464288, 1635246190.5483003, 3.549774238256493]"
65,"[-1224.8660045713423, -1517.1622542868727, 1635246206.5479908, 2.772243577422518]"
66,"[-1210.7212417481624, -1531.7013567587865, 1635246223.5480695, 0.8914946546458234]"
67,"[-1207.2878897408661, -1541.1618978972456, 1635246241.5480797, 0.0]"
68,"[-1218.4488099923585, -1530.7773638408, 1635246251.547866, 0.6118132005436252]"
69,"[-1226.6603867641138, -1522.7497297793573, 1635246260.5478477, 1.2704279058509402]"
70,"[-1236.1399764722187, -1513.4660662313283, 1635246273.5479598, 2.4129988051424123]"
71,"[-1245.3511771699987, -1509.3341875345204, 1635246285.5479405, 2.6879079329847086]"
72,"[-1235.805808516276, -1521.6919393713674, 1635246303.5480707, 4.5116093339342065]"
73,"[-1223.2799059061242, -1534.6038435513303, 1635246315.5479047, 4.003269315970064]"
74,"[-1210.325143921431, -1547.932857314023, 1635246334.5480506, 2.1306633925197103]"
75,"[-1194.014736985666, -1564.7359740413071, 1635246354.5481017, 0.0]"
76,"[-1186.5871678485335, -1577.1113904822666, 1635246365.5479143, 2.0091631195761943]"
77,"[-1190.055601699641, -1572.2249027690598, 1635246375.5478554, 0.0]"
78,"[-1187.3810357977397, -1576.4239490393231, 1635246386.5478554, 0.0]"
79,"[-1195.5309308798114, -1571.0976041476888, 1635246395.5478337, 0.0]"
80,"[-1205.7270991941573, -1561.5205989725641, 1635246497.548498, 0.0]"
81,"[-1215.6602227576118, -1551.916797707905, 1635246503.5477536, 0.0]"
82,"[-1223.2366908068987, -1544.5121862979954, 1635246509.547794, 1.4462755328477033]"
83,"[-1230.4386965508484, -1537.4677650535561, 1635246515.5477448, 1.5966221455371743]"
84,"[-1239.9562580154259, -1528.1499005828184, 1635246526.5479424, 2.7896764290453206]"
85,"[-1250.1988384981287, -1524.3467873798472, 1635246539.5479126, 2.8470505951630947]"
86,"[-1238.9416111384953, -1538.4046653689054, 1635246556.548026, 2.088643491268158]"
87,"[-1223.8627048855215, -1553.9931607238705, 1635246572.5480356, 0.0]"
88,"[-1217.637713972386, -1565.3051731526987, 1635246583.5478916, 0.0]"
89,"[-1226.0444042933984, -1560.0663310824211, 1635246592.5478234, 0.0]"
90,"[-1233.5742506062986, -1552.7009070990628, 1635246600.547819, 0.0]"
91,"[-1240.6011913691827, -1545.8249958844601, 1635246608.5478115, 1.2964090903600056]"
92,"[-1249.338714342146, -1537.2678173435152, 1635246620.547958, 0.6612803454350944]"
93,"[-1259.3197263879479, -1527.4851861217287, 1635246631.5479002, 1.57771430051688]"
94,"[-1270.113377283395, -1516.8935778536047, 1635246645.5479689, 0.5078513643356285]"
95,"[-1281.7459106397241, -1505.467592649096, 1635246658.5479398, 2.840196047166381]"
96,"[-1289.5106468805461, -1503.4691883598384, 1635246676.5477676, 2.566867599282602]"
97,"[-1276.7669871722455, -1517.119576058941, 1635246692.5479827, 2.117241864252572]"
98,"[-1262.940044251619, -1531.3171218692944, 1635246709.5480537, 2.9983491789210923]"
99,"[-1249.5221755314271, -1545.0815072642142, 1635246724.5478647, 2.0748539741593177]"
100,"[-1236.1235841001976, -1558.8474865874607, 1635246741.5480652, 0.0]"
101,"[-1231.7856544927417, -1568.9230110962435, 1635246757.5479732, 0.0]"
102,"[-1241.693818682741, -1560.375581409676, 1635246766.5478413, 0.0]"
103,"[-1248.976361004066, -1553.2454564878324, 1635246774.5478094, 1.6557147382485744]"
104,"[-1258.3948097075968, -1544.0187278404949, 1635246788.547981, 2.1162517438031205]"
105,"[-1274.0107596050357, -1540.401878714198, 1635246881.5481284, 3.6769405988731774]"
106,"[-1268.0715586699926, -1560.9645201858448, 1635246899.5480218, 3.82147724399663]"
107,"[-1251.6494210269304, -1577.7105824725986, 1635246912.5479374, 0.0]"
108,"[-1243.8376907185282, -1589.9441096127364, 1635246920.5478163, 0.0]"
109,"[-1252.402150885692, -1587.7517379568633, 1635246929.5478184, 0.0]"
110,"[-1260.9889520878394, -1579.3537929555544, 1635246937.547832, 0.0]"
111,"[-1268.337855959552, -1572.1578741767244, 1635246944.5478284, 0.0]"
112,"[-1275.4572637950903, -1565.18002245124, 1635246952.5477958, 1.1366286675135293]"
113,"[-1282.9194596682753, -1557.8615433674684, 1635246960.547423, 2.3615719441211587]"
114,"[-1289.2749806179309, -1557.4523422157024, 1635246977.5480604, 4.029193850779774]"
115,"[-1278.4502517986987, -1569.433268418876, 1635246989.5479019, 1.3931669249679104]"
116,"[-1267.7064133132594, -1580.482981091919, 1635247002.547898, 0.0]"
117,"[-1263.8701662031876, -1589.7384106276793, 1635247017.5480187, 0.0]"
118,"[-1275.916165518265, -1579.546021182419, 1635247029.5478394, 1.0627283056577048]"
119,"[-1283.2444941276844, -1572.3620246731505, 1635247037.5477962, 1.574869656803632]"
120,"[-1292.7019392042862, -1563.081804557515, 1635247051.5479727, 1.5353758136431377]"
121,"[-1304.2996574745061, -1551.692479764868, 1635247064.5479388, 2.2678685007673325]"
122,"[-1317.1731577462017, -1539.0334080809635, 1635247081.5480542, 0.0]"
123,"[-1330.8635216363564, -1525.554594061659, 1635247096.5480049, 0.0]"
124,"[-1341.149669142503, -1515.413530948065, 1635247105.5478225, 0.0]"
125,"[-1348.4049522156747, -1508.2523685902909, 1635247113.5478494, 0.0]"
126,"[-1353.4546554604663, -1500.052491658388, 1635247122.5478857, 0.0]"
127,"[-1353.464238968965, -1489.9375890966837, 1635247130.5478208, 0.0]"
128,"[-1353.3895072128698, -1479.7000533588866, 1635247139.5478845, 0.0]"
129,"[-1353.3175638590892, -1469.5316591857854, 1635247147.547959, 0.0]"
130,"[-1353.2452466649877, -1459.2869248530824, 1635247156.5478375, 0.0]"
131,"[-1353.1734134430164, -1449.1092378353053, 1635247164.5477858, 0.0]"
132,"[-1353.1016363112908, -1438.884891661983, 1635247173.547822, 0.0]"
133,"[-1353.0300256486048, -1428.6942554465106, 1635247181.5478423, 0.0]"
134,"[-1353.2287627931219, -1414.9924352304297, 1635247283.548573, 0.8415639117510633]"
135,"[-1353.2964803906657, -1397.0780881328035, 1635247290.5477908, 1.2838960006983593]"
136,"[-1353.164077536689, -1378.0790714409184, 1635247302.5478709, 1.7795210534876043]"
137,"[-1353.0607798016206, -1363.047341516923, 1635247312.5478554, 2.4823623949831184]"
138,"[-1352.9391749548124, -1345.3605512172264, 1635247326.5480008, 1.6910182237625122]"
139,"[-1352.805961729927, -1325.9628957834207, 1635247340.5479972, 1.1381298646782385]"
140,"[-1352.6838388639035, -1308.0363249368534, 1635247353.547909, 0.0]"
141,"[-1352.5747988563548, -1292.0053103550804, 1635247365.547901, 0.0]"
142,"[-1352.442383155486, -1272.501693417168, 1635247379.5478299, 0.0]"
143,"[-1352.3715262487683, -1261.983618762977, 1635247387.5478396, 1.8342999749713473]"
144,"[-1352.2810864523842, -1248.4783794301206, 1635247401.5479724, 3.4670116088607097]"
145,"[-1347.2300014937446, -1236.2346383477538, 1635247414.5479808, 1.7859845956166585]"
146,"[-1335.838781205361, -1229.184566704799, 1635247431.5480928, 3.056826687822438]"
147,"[-1340.9287488907041, -1212.2068250722994, 1635247446.5480077, 3.2381478993579593]"
148,"[-1356.69199462159, -1210.2875887776631, 1635247467.5481548, 2.2795126046797245]"
149,"[-1373.3294933544485, -1216.4727489087568, 1635247486.5480952, 2.524799281900579]"
150,"[-1388.3471862549832, -1200.5682881233802, 1635247504.548082, 0.0]"
151,"[-1402.7521530862184, -1186.1606363813964, 1635247520.5480406, 2.852657740766352]"
152,"[-1417.1593799489394, -1171.687161352602, 1635247538.5480986, 4.1232842550133215]"
153,"[-1431.2392755537846, -1165.295346744776, 1635247552.5479429, 3.0877160303520435]"
154,"[-1444.773924324785, -1179.237030161297, 1635247571.5481024, 3.352894997355914]"
155,"[-1460.7308746681858, -1195.6678514608268, 1635249655.5480912, 5.069575273027324]"
156,"[-1489.4064410992125, -1225.260803281431, 1635249766.548737, 4.0098699222911485]"
157,"[-1508.844123779625, -1245.405568672264, 1635249780.548059, 4.100452954118902]"
158,"[-1524.8510343308142, -1262.0375258333227, 1635249796.5480423, 4.65320179679177]"
159,"[-1534.726998622733, -1280.0169134260145, 1635249811.5479736, 6.080402330918746]"
160,"[-1541.9490517615675, -1294.394370374665, 1635249828.548068, 3.290489659164891]"
161,"[-1569.6143163203112, -1294.1112446053328, 1635249851.5481222, 5.998679552415404]"
162,"[-1586.4148523589754, -1296.1493623475405, 1635249859.547831, 1.4600684600647051]"
163,"[-1590.9782011078098, -1303.460518822924, 1635249870.5479767, 2.136599540710449]"
164,"[-1606.8888958370408, -1303.9953883671062, 1635249886.5480423, 2.6651429226904204]"
165,"[-1628.1164876192327, -1304.2688585334927, 1635249905.5481288, 0.6712227481784243]"
166,"[-1647.591962887346, -1298.9539238369791, 1635249922.548189, 3.4379670439344467]"
167,"[-1666.4062517558718, -1289.7095432189194, 1635249943.548168, 2.934856343751002]"
168,"[-1689.7690817413238, -1290.2960158836013, 1635249961.5481377, 2.203763376582753]"
169,"[-1711.385973672973, -1290.5456663267973, 1635249979.5481122, 1.9770582095541136]"
170,"[-1736.6462845877259, -1290.8458957312844, 1635249999.5480564, 1.974919399829826]"
171,"[-1756.6518178532385, -1291.0845115107081, 1635250026.5483563, 1.7749771575133004]"
172,"[-1772.2208829001174, -1284.5438012945447, 1635250039.5479698, 2.637798339429528]"
173,"[-1783.6947989538228, -1267.0591824004487, 1635250071.5484676, 0.6564113088328429]"
174,"[-1800.103988096176, -1278.7197695723, 1635250164.546588, 0.0]"
175,"[-1791.852807847149, -1273.5560781975234, 1635250175.5478718, 1.826765818728341]"
176,"[-1791.9232703918751, -1258.9513332060576, 1635250183.5478423, 0.0]"
