timestamp, system, entity , value (psu)
1625574608.393, lauv-roald, SmartX, 10.617
1625574608.892, lauv-roald, SmartX, 11.553
1625574609.393, lauv-roald, SmartX, 11.903
1625574609.893, lauv-roald, SmartX, 12.807
1625574610.393, lauv-roald, SmartX, 14.148
1625574610.892, lauv-roald, SmartX, 14.334
1625574611.393, lauv-roald, SmartX, 13.666
1625574611.893, lauv-roald, SmartX, 13.104
1625574612.392, lauv-roald, SmartX, 12.905
1625574612.892, lauv-roald, SmartX, 13.696
1625574613.392, lauv-roald, SmartX, 15.135
1625574613.892, lauv-roald, SmartX, 16.131
1625574614.392, lauv-roald, SmartX, 15.830
1625574614.892, lauv-roald, SmartX, 14.970
1625574615.392, lauv-roald, SmartX, 13.791
1625574615.892, lauv-roald, SmartX, 11.302
1625574616.392, lauv-roald, SmartX, 9.987
1625574616.892, lauv-roald, SmartX, 10.309
1625574617.392, lauv-roald, SmartX, 11.540
1625574617.892, lauv-roald, SmartX, 12.925
1625574618.392, lauv-roald, SmartX, 14.508
1625574618.892, lauv-roald, SmartX, 15.873
1625574619.393, lauv-roald, SmartX, 16.839
1625574619.892, lauv-roald, SmartX, 14.878
1625574620.392, lauv-roald, SmartX, 12.399
1625574620.892, lauv-roald, SmartX, 10.903
1625574621.392, lauv-roald, SmartX, 9.436
1625574621.892, lauv-roald, SmartX, 8.788
1625574622.392, lauv-roald, SmartX, 8.982
1625574622.892, lauv-roald, SmartX, 9.363
1625574623.392, lauv-roald, SmartX, 9.076
1625574623.892, lauv-roald, SmartX, 8.517
1625574624.392, lauv-roald, SmartX, 8.610
1625574624.892, lauv-roald, SmartX, 8.971
1625574625.392, lauv-roald, SmartX, 9.576
1625574625.892, lauv-roald, SmartX, 10.754
1625574626.391, lauv-roald, SmartX, 11.069
1625574626.892, lauv-roald, SmartX, 10.466
1625574627.391, lauv-roald, SmartX, 9.817
1625574627.891, lauv-roald, SmartX, 9.767
1625574628.391, lauv-roald, SmartX, 9.896
1625574628.891, lauv-roald, SmartX, 10.326
1625574629.391, lauv-roald, SmartX, 11.079
1625574629.891, lauv-roald, SmartX, 11.682
1625574630.391, lauv-roald, SmartX, 12.411
1625574630.891, lauv-roald, SmartX, 12.161
1625574631.391, lauv-roald, SmartX, 11.728
1625574631.891, lauv-roald, SmartX, 11.367
1625574632.391, lauv-roald, SmartX, 11.633
1625574632.891, lauv-roald, SmartX, 11.792
1625574633.391, lauv-roald, SmartX, 11.845
1625574633.891, lauv-roald, SmartX, 12.028
1625574634.391, lauv-roald, SmartX, 12.138
1625574634.891, lauv-roald, SmartX, 12.262
1625574635.391, lauv-roald, SmartX, 12.649
1625574635.891, lauv-roald, SmartX, 12.331
1625574636.391, lauv-roald, SmartX, 11.819
1625574636.891, lauv-roald, SmartX, 9.808
1625574637.391, lauv-roald, SmartX, 8.399
1625574637.891, lauv-roald, SmartX, 8.149
1625574638.391, lauv-roald, SmartX, 9.209
1625574638.891, lauv-roald, SmartX, 10.534
1625574639.391, lauv-roald, SmartX, 12.386
1625574639.891, lauv-roald, SmartX, 14.210
1625574640.391, lauv-roald, SmartX, 14.640
1625574640.890, lauv-roald, SmartX, 15.284
1625574641.390, lauv-roald, SmartX, 15.266
1625574641.890, lauv-roald, SmartX, 15.187
1625574642.391, lauv-roald, SmartX, 14.849
1625574642.890, lauv-roald, SmartX, 14.059
1625574643.390, lauv-roald, SmartX, 12.533
1625574643.890, lauv-roald, SmartX, 11.951
1625574644.390, lauv-roald, SmartX, 12.021
1625574644.890, lauv-roald, SmartX, 12.362
1625574645.390, lauv-roald, SmartX, 12.606
1625574645.890, lauv-roald, SmartX, 12.470
1625574646.390, lauv-roald, SmartX, 12.586
1625574646.890, lauv-roald, SmartX, 13.286
1625574647.390, lauv-roald, SmartX, 14.321
1625574647.890, lauv-roald, SmartX, 14.849
1625574648.390, lauv-roald, SmartX, 15.653
1625574648.890, lauv-roald, SmartX, 15.957
1625574649.391, lauv-roald, SmartX, 16.829
1625574649.890, lauv-roald, SmartX, 16.046
1625574650.390, lauv-roald, SmartX, 14.814
1625574650.890, lauv-roald, SmartX, 11.484
1625574651.390, lauv-roald, SmartX, 8.671
1625574651.890, lauv-roald, SmartX, 6.619
1625574652.390, lauv-roald, SmartX, 6.521
1625574652.890, lauv-roald, SmartX, 7.507
1625574653.390, lauv-roald, SmartX, 11.929
1625574653.890, lauv-roald, SmartX, 15.048
1625574654.390, lauv-roald, SmartX, 16.635
1625574654.890, lauv-roald, SmartX, 16.394
1625574655.390, lauv-roald, SmartX, 15.029
1625574655.890, lauv-roald, SmartX, 10.352
1625574656.390, lauv-roald, SmartX, 9.957
1625574656.889, lauv-roald, SmartX, 8.699
1625574657.390, lauv-roald, SmartX, 9.087
1625574657.890, lauv-roald, SmartX, 10.296
1625574658.389, lauv-roald, SmartX, 11.630
1625574658.889, lauv-roald, SmartX, 14.166
1625574659.390, lauv-roald, SmartX, 16.532
1625574659.890, lauv-roald, SmartX, 16.842
1625574660.390, lauv-roald, SmartX, 16.284
1625574660.889, lauv-roald, SmartX, 12.432
1625574661.389, lauv-roald, SmartX, 9.143
1625574661.889, lauv-roald, SmartX, 8.222
1625574662.391, lauv-roald, SmartX, 7.395
1625574662.889, lauv-roald, SmartX, 8.273
1625574663.389, lauv-roald, SmartX, 10.373
1625574663.889, lauv-roald, SmartX, 14.907
1625574664.390, lauv-roald, SmartX, 17.293
1625574664.889, lauv-roald, SmartX, 17.987
1625574665.389, lauv-roald, SmartX, 15.617
1625574665.889, lauv-roald, SmartX, 11.661
1625574666.389, lauv-roald, SmartX, 11.479
1625574666.889, lauv-roald, SmartX, 10.589
1625574667.389, lauv-roald, SmartX, 10.185
1625574667.889, lauv-roald, SmartX, 10.849
1625574668.389, lauv-roald, SmartX, 13.517
1625574668.889, lauv-roald, SmartX, 17.171
1625574669.389, lauv-roald, SmartX, 18.203
1625574669.889, lauv-roald, SmartX, 18.269
1625574670.388, lauv-roald, SmartX, 16.164
1625574670.888, lauv-roald, SmartX, 14.550
1625574671.388, lauv-roald, SmartX, 12.555
1625574671.888, lauv-roald, SmartX, 12.198
1625574672.389, lauv-roald, SmartX, 13.087
1625574672.888, lauv-roald, SmartX, 14.670
1625574673.389, lauv-roald, SmartX, 16.447
1625574673.889, lauv-roald, SmartX, 17.211
1625574674.389, lauv-roald, SmartX, 16.947
1625574674.889, lauv-roald, SmartX, 16.452
1625574675.388, lauv-roald, SmartX, 15.316
1625574675.888, lauv-roald, SmartX, 14.161
1625574676.388, lauv-roald, SmartX, 13.762
1625574676.888, lauv-roald, SmartX, 12.987
1625574677.388, lauv-roald, SmartX, 11.639
1625574677.888, lauv-roald, SmartX, 9.708
1625574678.388, lauv-roald, SmartX, 8.874
