timestamp, system, entity , validity (bitfield), x (m/s), y (m/s), z (m/s)
1625579880.134, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.35035539, 0.08587641, -0.20133111
1625579880.327, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.35345960, 0.02316773, -0.25411972
1625579880.529, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.39646697, 0.01445669, -0.30423793
1625579880.933, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50365448, -0.11788589, -0.25778452
1625579881.137, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55565119, -0.11853701, -0.20721585
1625579881.342, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60262609, -0.11523700, -0.11424961
1625579881.735, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.65129662, -0.04026181, -0.00844079
1625579881.935, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62092590, -0.00156647, 0.03679116
1625579882.139, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55153894, 0.03041381, 0.06420217
1625579882.544, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.43746471, 0.08499855, 0.05454169
1625579882.732, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.34650064, 0.07724592, 0.02160708
1625579882.930, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.32038474, 0.08397597, -0.02956112
1625579883.326, lauv-roald, DVL, , 1.38954210, -0.00972539, -0.16834667
1625579883.534, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.40086937, 0.00874645, -0.22160214
1625579883.731, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.45619786, -0.05914140, -0.22811389
1625579884.144, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56679130, -0.07558709, -0.17192098
1625579884.339, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60408711, -0.10935509, -0.12149677
1625579884.535, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61101699, -0.08261696, -0.06972918
1625579884.942, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60200691, -0.05980346, 0.01593009
1625579885.144, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61659694, -0.01655421, 0.02488860
1625579885.341, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55337214, 0.04327109, -0.00229605
1625579885.740, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50057054, 0.06918406, -0.06759277
1625579885.933, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.46799219, 0.03483704, -0.10450894
1625579886.133, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.45395279, 0.03299436, -0.12636270
1625579886.539, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.48495340, -0.02832147, -0.13912601
1625579886.737, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49573660, -0.07102486, -0.14426085
1625579886.939, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52281213, -0.08288676, -0.12781033
1625579887.339, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56680763, -0.04959828, -0.09355801
1625579887.535, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53652287, -0.02622589, -0.07177368
1625579887.746, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54094052, -0.01447839, -0.04454412
1625579888.136, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54737914, 0.08208779, -0.00465340
1625579888.335, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56315207, 0.11904123, -0.01368613
1625579888.547, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58053136, 0.12015074, -0.04317148
1625579888.938, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61772227, 0.06311271, -0.14517672
1625579889.136, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59900045, -0.01464558, -0.17609913
1625579889.338, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59099793, -0.03118360, -0.18335228
1625579889.739, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50653219, -0.07308903, -0.13709461
1625579889.934, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51746881, -0.06320858, -0.07738446
1625579890.137, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56671357, -0.07606429, -0.04493914
1625579890.542, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55298436, 0.02176577, 0.01198101
1625579890.737, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57262254, 0.04905897, 0.01278494
1625579890.935, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59713018, 0.06848285, -0.02363435
1625579891.334, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57541347, 0.07781038, -0.14731757
1625579891.538, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56002355, 0.06132102, -0.18014546
1625579891.743, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52548814, 0.03973508, -0.17548595
1625579892.143, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57592082, 0.00297555, -0.11757955
1625579892.341, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55764413, -0.03217745, -0.09993636
1625579892.541, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58249617, -0.03559664, -0.07789350
1625579892.936, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58917534, -0.07600558, -0.04982465
1625579893.136, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62932312, -0.02594426, -0.04846199
1625579893.335, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62107527, -0.02653271, -0.04367614
1625579893.741, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60189140, -0.00788304, -0.07361840
1625579893.937, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58540940, 0.02122027, -0.08687406
1625579894.140, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55275726, 0.00795463, -0.08207422
1625579894.535, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49645686, 0.01535681, -0.05897304
1625579894.734, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.48631907, 0.02280858, -0.04751655
1625579894.934, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53467476, 0.01866305, -0.07327965
1625579895.343, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56015718, 0.02326989, -0.12407823
1625579895.537, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59156799, 0.03337505, -0.14776771
1625579895.743, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60014534, 0.01795906, -0.15190417
1625579896.145, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61033440, -0.00757641, -0.11162970
1625579896.345, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62556899, -0.03847814, -0.07260085
1625579896.544, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.64738142, -0.01101121, -0.05771501
1625579896.941, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58131254, 0.02502987, -0.04523737
1625579897.140, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54210424, -0.03561038, -0.04158439
1625579897.341, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.48892450, 0.01125744, -0.03792458
1625579897.735, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50481570, 0.03604293, -0.03624078
1625579897.934, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.47145844, 0.04943627, -0.04813692
1625579898.137, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49266005, 0.07147256, -0.07822695
1625579898.536, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53850818, 0.06017286, -0.11088274
1625579898.745, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56902266, 0.01469994, -0.14493977
1625579898.940, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53729701, 0.01319930, -0.15896986
1625579899.344, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57227921, -0.03400639, -0.14015815
1625579899.534, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57857811, -0.03713584, -0.11272934
1625579899.736, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61149263, -0.07644549, -0.08165884
1625579900.144, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58357263, 0.00613046, -0.03841826
1625579900.340, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58144546, -0.00796351, -0.02513297
1625579900.536, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54549158, 0.02741674, -0.01858562
1625579900.934, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55861366, 0.04322538, -0.06551355
1625579901.136, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50280297, 0.01691639, -0.08042644
1625579901.335, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49881363, 0.02976742, -0.10028914
1625579901.742, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53910565, 0.03025627, -0.11026057
1625579901.942, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54170227, 0.01373601, -0.10552205
1625579902.140, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58486319, 0.02180234, -0.12142434
1625579902.537, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57197511, 0.00343287, -0.13218725
1625579902.744, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59231174, 0.00042501, -0.11383793
1625579902.943, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58260703, -0.02960294, -0.09271221
1625579903.340, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61790371, -0.00737000, -0.03649121
1625579903.539, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60501170, -0.01969075, -0.03319170
1625579903.734, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59753466, -0.00389817, -0.04856831
1625579904.141, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56628025, 0.02896649, -0.07461466
1625579904.342, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53888178, 0.04914361, -0.07527354
1625579904.536, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.47986794, 0.01939744, -0.07421573
1625579904.932, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51400650, -0.00697386, -0.09529597
1625579905.135, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53684902, 0.00954223, -0.10010786
1625579905.341, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57017195, -0.01102710, -0.10564527
1625579905.742, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62277746, -0.00021738, -0.14050846
1625579905.942, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.64359367, 0.02665025, -0.13670111
1625579906.143, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61037230, -0.00998187, -0.11426012
1625579906.543, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.63027525, -0.02023375, -0.04821131
1625579906.741, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60122418, -0.06103897, -0.02052805
1625579906.948, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56752682, -0.03796235, -0.00184956
1625579907.341, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51618958, 0.01504341, -0.02693436
1625579907.537, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50612974, 0.04854456, -0.05176090
1625579907.741, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.46569824, 0.04773700, -0.08607967
1625579908.144, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49330056, 0.01543167, -0.13395119
1625579908.335, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55458987, -0.00733331, -0.15474273
1625579908.534, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56197202, -0.00010765, -0.14811693
1625579908.936, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59258914, -0.01387912, -0.10099952
1625579909.144, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58208108, -0.01997611, -0.08183893
1625579909.345, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60329843, -0.02352315, -0.04718534
1625579909.740, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60034394, -0.02446666, -0.01805304
1625579909.940, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53760219, -0.02518871, -0.01876510
1625579910.143, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52734733, 0.02572036, -0.03522119
1625579910.541, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.45611572, 0.06282431, -0.07190192
1625579910.736, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.41980934, 0.04543632, -0.10095415
1625579910.935, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.41338444, 0.05161914, -0.13565350
1625579911.334, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.48053837, -0.04368293, -0.16347383
1625579911.533, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50577009, -0.05581555, -0.16220964
1625579911.737, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53861582, -0.08597827, -0.12604222
1625579912.143, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62549388, -0.06502011, -0.06467383
1625579912.345, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59222078, -0.03007403, -0.03559107
1625579912.541, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62401640, -0.03339860, -0.02831789
1625579912.941, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53286541, 0.03950214, -0.02954372
1625579913.144, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.48217869, 0.05874306, -0.02719297
1625579913.339, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49048936, 0.01907790, -0.03342388
1625579913.738, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.44597423, 0.05475807, -0.09072922
1625579913.936, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.47184861, 0.00423098, -0.12974924
1625579914.138, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.46329570, -0.01395157, -0.15177578
1625579914.542, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53754091, -0.05281305, -0.14314156
1625579914.741, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58490241, -0.06554958, -0.11697548
1625579914.939, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59721971, -0.07117426, -0.09174046
1625579915.345, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62623525, -0.05151650, -0.03180938
1625579915.540, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60538280, -0.04212043, -0.01837651
1625579915.744, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60165334, -0.03569046, -0.03999230
1625579916.142, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53814197, 0.01582226, -0.05364382
1625579916.340, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53403711, 0.04400519, -0.06164595
1625579916.537, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49041426, 0.04954931, -0.07557028
1625579916.934, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53664875, 0.00717980, -0.10563030
1625579917.135, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51535523, 0.01342329, -0.12840142
1625579917.335, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51621008, -0.04348627, -0.15243345
1625579917.744, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54461336, -0.04620975, -0.13856447
1625579917.939, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56695640, -0.03455874, -0.10400086
1625579918.140, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61155283, -0.02540264, -0.09264051
1625579918.544, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.64073980, -0.03038993, -0.07156188
1625579918.737, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61934280, -0.04189378, -0.06740269
1625579918.938, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61027181, -0.01345325, -0.07407749
1625579919.340, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54419470, 0.00564772, -0.06134924
1625579919.544, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53825760, 0.01394939, -0.03339583
1625579919.742, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52675438, 0.00350714, -0.05690500
1625579920.141, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50905585, 0.01960087, -0.09297439
1625579920.338, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50802302, -0.00611955, -0.11903843
1625579920.537, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54357660, 0.01991257, -0.12234160
1625579920.947, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53619397, -0.00755626, -0.12272886
1625579921.137, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59433591, 0.00247893, -0.12591886
1625579921.341, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60368788, -0.01429212, -0.12142685
1625579921.743, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.65274143, -0.01685667, -0.10852678
1625579921.936, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.65364003, -0.05094579, -0.09579303
1625579922.135, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59976315, -0.08020437, -0.07689359
1625579922.541, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.58798051, -0.05365703, -0.06766351
1625579922.742, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53608823, -0.03380451, -0.05533280
1625579922.939, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54589319, 0.00985292, -0.02329198
1625579923.335, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.49908018, 0.03273308, 0.00501822
1625579923.536, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52966499, 0.03011733, -0.01618783
1625579923.746, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53740859, 0.03127623, -0.04545888
1625579924.146, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54718208, 0.02877975, -0.14478319
1625579924.346, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56302261, 0.00458688, -0.17739980
1625579924.537, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55984521, -0.01230061, -0.19385976
1625579924.937, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60242963, -0.04415813, -0.17219047
1625579925.135, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62167239, -0.08540103, -0.13736314
1625579925.337, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.63791084, -0.10722956, -0.09852688
1625579925.737, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.67855096, -0.09192136, -0.03736017
1625579925.937, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.68562055, -0.09192765, -0.02486764
1625579926.144, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.63505483, -0.05692860, -0.01640139
1625579926.540, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55526829, 0.03329501, -0.01591002
1625579926.741, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52840590, 0.05573744, -0.03398021
1625579926.939, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.48579848, 0.06739882, -0.05029641
1625579927.339, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.44463050, 0.07749301, -0.08699086
1625579927.536, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.46040034, 0.03037083, -0.12887633
1625579927.742, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.48417735, -0.02541256, -0.18406847
1625579928.140, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54615450, -0.05125690, -0.21618860
1625579928.342, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.61184800, -0.09945297, -0.19168096
1625579928.545, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.64872861, -0.06546474, -0.13950086
1625579928.938, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.68050933, -0.06954518, -0.03944048
1625579929.142, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.66686416, -0.04534990, -0.00474152
1625579929.338, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.64646983, 0.00911793, -0.00148937
1625579929.742, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55885077, 0.03061524, 0.00146481
1625579929.944, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51466417, 0.02566913, -0.01363376
1625579930.143, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.46088624, 0.07510826, -0.03434803
1625579930.536, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.37963700, 0.07378218, -0.08000601
1625579930.736, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.40623152, 0.05023038, -0.10408446
1625579930.935, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.40857983, 0.03827417, -0.13361612
1625579931.343, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51742649, -0.07485276, -0.19775417
1625579931.543, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.60097599, -0.08523208, -0.20100925
1625579931.746, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.65410364, -0.10485375, -0.18042909
1625579932.140, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.67395163, -0.06878266, -0.08397172
1625579932.344, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.68042755, -0.04153803, -0.03908756
1625579932.536, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.65443301, -0.06832120, 0.00471200
1625579932.942, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59472930, 0.00166366, 0.04526566
1625579933.148, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56327581, 0.04481214, 0.02199337
1625579933.343, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51960564, 0.07014140, 0.00347629
1625579933.742, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.38189864, 0.08464012, -0.07778415
1625579933.937, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.35486078, 0.01159605, -0.10616320
1625579934.133, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.38981724, 0.02164310, -0.14713808
1625579934.539, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.41809857, -0.06728888, -0.19600497
1625579934.736, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50632989, -0.10045660, -0.20446330
1625579934.939, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.59386504, -0.12457925, -0.19644844
1625579935.337, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.65513229, -0.05099908, -0.13716155
1625579935.544, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.66264105, -0.03295264, -0.08521065
1625579935.746, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.64050937, -0.04352686, -0.03813641
1625579936.149, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.63297772, -0.03691116, 0.03609065
1625579936.345, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56352270, 0.01349738, 0.04126636
1625579936.541, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.52929211, 0.08750317, 0.01176181
1625579936.940, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.38718081, 0.08622777, -0.07112491
1625579937.142, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.36167026, 0.07805920, -0.09214036
1625579937.339, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.34462452, 0.02911201, -0.13008199
1625579937.734, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.41096389, -0.04243016, -0.17475678
1625579937.944, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50880933, -0.08753854, -0.19259796
1625579938.141, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54635310, -0.10885534, -0.19658704
1625579938.543, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.64561915, -0.04234776, -0.12809456
1625579938.745, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.63385618, -0.02151027, -0.05870916
1625579938.939, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62454152, -0.01498201, 0.00117092
1625579939.345, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.62157834, 0.02355900, 0.02794257
1625579939.542, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55724049, 0.07031918, 0.01655864
1625579939.747, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.50721312, 0.07467169, -0.04267541
1625579940.142, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.42303193, 0.06895196, -0.09616882
1625579940.340, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.36294746, 0.07394123, -0.08646363
1625579940.545, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.38087368, 0.01113215, -0.07139974
1625579940.940, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.44786286, -0.05476373, -0.07240859
1625579941.147, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51233256, -0.06428969, -0.11974623
1625579941.337, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.51302314, -0.07410279, -0.15981010
1625579941.750, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.56060004, -0.02085337, -0.14118160
1625579941.942, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.53664362, 0.03329489, -0.10457017
1625579942.139, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.55384707, 0.03040090, -0.06212355
1625579942.547, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.57627738, -0.00314549, -0.03686993
1625579942.747, lauv-roald, DVL, VEL_X|VEL_Y|VEL_Z, 1.54216743, 0.03977084, -0.06292791
